project_id,graph_anomaly_score,graph_anomaly_percentile,is_graph_anomaly,clique_community_id,pair_project_count,triad_project_count,agency_contractor_hhi,corporate_ties_composite,contractor_degree,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-004213,57.8,84.96,0,13,1,1,0.2,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004214,72.63,95.18,1,34,1,1,0.25,1,3.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-004215,28.65,46.86,0,27,1,1,0.25,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004216,72.53,95.12,1,13,1,1,0.2,2,0.67,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-004217,7.5,9.22,0,7,1,1,0.25,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004218,32.94,53.76,0,27,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004219,3.28,2.76,0,6,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004220,6.86,8.22,0,25,1,1,0.125,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004221,30.8,50.44,0,10,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004222,6.41,7.46,0,14,1,1,0.1667,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004223,62.99,88.34,0,26,1,1,0.2,1,1.67,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE
MPLADS-004224,22.01,35.38,0,2,1,1,0.2,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004225,3.86,3.5,0,1,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004226,22.4,36.04,0,34,1,1,0.1667,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004227,27.93,45.6,0,26,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004228,65.48,90.0,0,11,1,1,0.125,0,0.17,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE,NONE
MPLADS-004229,34.23,55.92,0,32,1,1,0.2,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004230,75.43,96.42,1,22,1,1,0.5,0,0.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-004231,23.45,37.84,0,3,1,1,0.1667,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004232,26.58,43.26,0,32,1,1,0.125,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004233,0.92,0.4,0,31,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004234,45.4,71.48,0,10,1,1,0.1429,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004235,33.15,54.14,0,20,1,1,0.5,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004236,7.58,9.34,0,20,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004237,7.66,9.5,0,15,1,1,0.1429,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004238,21.33,34.18,0,10,1,1,0.25,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004239,46.51,72.8,0,3,1,1,0.1111,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004240,1.23,0.6,0,32,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004241,28.26,46.18,0,7,1,1,0.1111,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004242,18.66,29.38,0,35,1,1,0.2,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004243,77.52,97.34,1,7,1,1,0.2,2,1.0,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-004244,2.39,1.72,0,25,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004245,7.43,9.12,0,19,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004246,39.19,63.52,0,25,1,1,0.1,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004247,21.61,34.66,0,7,1,1,0.2,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004248,21.87,35.16,0,27,1,1,0.3333,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004249,23.55,38.02,0,11,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004250,11.62,16.62,0,34,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004251,50.0,76.98,0,24,1,1,0.1562,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004252,48.92,75.78,0,27,1,1,0.1429,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004253,54.22,81.62,0,21,1,1,0.25,0,-1.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004254,38.45,62.56,0,34,1,1,0.25,0,0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004255,9.33,12.5,0,11,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004256,22.64,36.46,0,0,1,1,0.125,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004257,75.62,96.5,1,29,1,1,0.2,2,1.33,35.0,CORPORATE_COLLUSION_NETWORK,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-004258,39.18,63.5,0,8,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004259,71.92,94.74,0,13,1,1,0.1429,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE
MPLADS-004260,26.26,42.7,0,12,1,1,0.25,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004261,10.33,14.32,0,25,1,1,0.1667,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004262,1.48,0.88,0,2,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004263,36.66,59.84,0,18,1,1,0.1667,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004264,24.71,40.04,0,22,1,1,0.1429,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004265,4.47,4.32,0,22,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004266,57.05,84.26,0,2,1,1,0.1111,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004267,20.9,33.48,0,22,1,1,0.3333,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004268,48.02,74.64,0,34,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004269,1.05,0.48,0,29,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004270,37.73,61.52,0,22,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004271,24.61,39.84,0,2,1,1,0.25,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004272,45.83,72.02,0,24,1,1,0.1111,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004273,5.1,5.32,0,29,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004274,41.23,66.32,0,18,1,1,0.1,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004275,5.38,5.74,0,27,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004276,30.47,49.92,0,22,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004277,29.67,48.5,0,9,1,1,0.2,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004278,28.22,46.12,0,25,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004279,43.74,69.56,0,17,1,1,0.3333,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004280,14.5,21.86,0,22,1,1,0.25,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004281,5.25,5.52,0,6,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004282,63.98,88.94,0,4,1,1,1.0,0,0.17,0.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE,NONE
MPLADS-004283,66.77,91.04,0,11,1,1,0.1429,2,1.67,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-004284,31.13,50.96,0,12,1,1,0.1667,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004285,6.62,7.84,0,9,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004286,9.06,12.0,0,7,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004287,20.62,32.98,0,33,1,1,0.125,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004288,18.64,29.34,0,33,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004289,40.27,65.04,0,8,1,1,0.3333,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004290,24.37,39.42,0,33,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004291,78.59,97.8,1,29,1,1,0.1667,2,1.33,35.0,CORPORATE_COLLUSION_NETWORK,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-004292,9.14,12.16,0,2,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004293,54.38,81.8,0,2,1,1,0.25,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004294,51.51,78.72,0,35,1,1,0.1667,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004295,8.43,10.9,0,15,1,1,0.2222,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004296,26.06,42.36,0,10,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004297,61.1,87.08,0,19,1,1,0.3333,1,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE
MPLADS-004298,34.32,56.06,0,9,1,1,0.3333,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004299,48.63,75.38,0,9,1,1,0.25,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004300,11.78,16.86,0,24,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004301,17.67,27.6,0,35,1,1,0.125,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004302,2.5,1.86,0,6,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004303,31.52,51.56,0,7,1,1,0.3333,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004304,42.16,67.54,0,7,1,1,0.3333,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004305,40.85,65.8,0,35,1,1,0.25,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004306,30.59,50.12,0,13,1,1,0.1667,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004307,20.02,31.9,0,1,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004308,71.2,94.24,0,18,1,1,0.1667,2,1.67,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-004309,41.76,66.94,0,14,1,1,0.1429,0,-1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004310,9.22,12.3,0,25,1,1,0.2,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004311,64.31,89.16,0,33,1,1,0.5,1,0.33,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-004312,33.55,54.82,0,27,1,1,0.1667,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004313,14.92,22.6,0,35,1,1,0.1667,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004314,68.16,92.02,0,26,1,1,0.2,1,0.67,50.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,RECURRING_EXCLUSIVE_PAIRING
MPLADS-004315,21.83,35.1,0,31,1,1,0.1667,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004316,33.84,55.24,0,0,1,1,0.2,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004317,4.39,4.22,0,21,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004318,2.19,1.48,0,28,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004319,19.07,30.18,0,5,1,1,0.3333,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004320,27.61,45.06,0,10,1,1,0.125,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004321,37.87,61.72,0,25,1,1,0.1429,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004322,2.6,2.0,0,28,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004323,20.16,32.14,0,9,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004324,66.86,91.12,0,3,1,1,0.25,2,2.17,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-004325,73.05,95.36,1,33,1,1,0.2,2,1.0,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-004326,17.72,27.68,0,31,1,1,0.3333,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004327,5.79,6.44,0,14,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004328,19.23,30.46,0,9,1,1,0.3333,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004329,48.61,75.36,0,27,1,1,0.1667,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004330,36.68,59.86,0,9,1,1,0.5,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004331,19.67,31.26,0,24,1,1,0.1358,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004332,23.23,37.52,0,30,1,1,0.2,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004333,46.82,73.2,0,34,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004334,48.16,74.8,0,24,1,1,0.25,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004335,20.19,32.18,0,16,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004336,43.55,69.28,0,15,1,1,0.3333,0,1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004337,39.01,63.26,0,30,1,1,0.3333,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004338,16.23,24.92,0,28,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004339,8.55,11.12,0,10,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004340,25.12,40.74,0,33,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004341,22.24,35.78,0,11,1,1,0.1111,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004342,17.99,28.16,0,3,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004343,5.19,5.44,0,31,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004344,32.89,53.68,0,3,1,1,0.1562,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004345,33.21,54.22,0,35,1,1,0.125,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004346,23.87,38.58,0,7,1,1,0.25,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004347,65.69,90.14,0,18,1,1,0.1667,0,0.5,15.0,RECURRING_EXCLUSIVE_PAIRING,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-004348,19.26,30.52,0,32,1,1,0.3333,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004349,17.05,26.46,0,34,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004350,13.17,19.44,0,11,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004351,77.03,97.22,1,34,2,1,0.124,0,0.17,0.0,ELEVATED_GRAPH_CENTRALITY,NONE,NONE
MPLADS-004352,28.81,47.12,0,31,1,1,0.2,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004353,5.14,5.36,0,0,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004354,55.18,82.58,0,1,1,1,1.0,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004355,27.18,44.32,0,27,1,1,0.25,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004356,6.52,7.68,0,14,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004357,17.75,27.72,0,22,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004358,17.17,26.66,0,11,1,1,0.2,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004359,13.96,20.84,0,12,1,1,0.2,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004360,23.97,38.76,0,27,1,1,0.25,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004361,29.96,48.96,0,33,1,1,0.25,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004362,69.94,93.42,0,26,1,1,0.25,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-004363,71.68,94.56,0,26,1,1,0.25,2,2.17,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-004364,19.35,30.7,0,21,1,1,0.125,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004365,22.07,35.5,0,28,1,1,0.25,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004366,52.85,80.3,0,26,1,1,0.5,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004367,21.1,33.78,0,6,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004368,55.67,83.08,0,19,1,1,0.5,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004369,71.43,94.4,0,26,1,1,0.25,1,1.33,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-004370,47.46,74.02,0,5,1,1,0.25,0,-1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004371,29.09,47.56,0,2,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004372,46.44,72.7,0,22,1,1,0.1111,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004373,18.07,28.34,0,7,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004374,44.72,70.64,0,26,1,1,0.2,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004375,30.42,49.82,0,23,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004376,20.77,33.24,0,11,1,1,0.5,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004377,45.42,71.52,0,2,1,1,0.5,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004378,29.04,47.5,0,7,1,1,0.2,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004379,48.58,75.32,0,2,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004380,38.93,63.18,0,27,1,1,0.1111,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004381,36.04,58.8,0,20,1,1,0.25,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004382,6.51,7.64,0,30,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004383,26.91,43.84,0,33,1,1,0.3333,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004384,48.47,75.18,0,35,1,1,0.5,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004385,38.01,61.96,0,32,1,1,0.1667,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004386,62.2,87.76,0,27,2,1,0.1837,0,-0.17,0.0,ELEVATED_GRAPH_CENTRALITY,NONE,NONE
MPLADS-004387,17.56,27.38,0,20,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004388,10.66,14.96,0,7,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004389,21.06,33.74,0,30,1,1,0.1667,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004390,68.1,92.0,0,18,1,1,0.25,0,-0.5,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE,NONE
MPLADS-004391,30.98,50.7,0,0,1,1,0.1429,0,0.83,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004392,42.02,67.32,0,25,1,1,0.5,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004393,21.58,34.6,0,36,1,1,0.28,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004394,51.22,78.42,0,31,1,1,0.1667,1,1.33,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004395,13.1,19.3,0,12,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004396,51.82,79.12,0,33,1,1,1.0,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004397,36.65,59.82,0,21,1,1,0.5,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004398,1.33,0.74,0,21,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004399,50.76,77.88,0,7,1,1,0.25,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004400,27.03,44.06,0,2,1,1,0.125,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004401,3.45,2.98,0,7,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004402,2.3,1.62,0,32,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004403,62.71,88.16,0,21,2,1,0.28,0,0.5,0.0,HUB_CENTRALITY_SPIKE,NONE,NONE
MPLADS-004404,21.28,34.1,0,20,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004405,6.83,8.16,0,11,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004406,24.46,39.58,0,20,1,1,0.1667,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-004407,40.45,65.28,0,7,1,1,0.25,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
