project_id,progress_observation_count,latest_physical_progress,latest_financial_progress,latest_planned_progress,latest_completion_percentage,latest_progress_mismatch,latest_progress_gap,financial_minus_physical_progress,actual_vs_planned_progress,physical_progress_slope,financial_progress_slope,planned_progress_slope,progress_gap_slope,progress_velocity_latest,progress_acceleration_latest,latest_delay_days,max_delay_days,extension_count,planned_duration_days,actual_duration_days,duration_overrun_days,duration_overrun_ratio,geotag_available_rate,geotag_consistency_rate,measurement_book_verified_rate
MPLADS-003646,1,19.1,87.1,94.2,19.1,68.0,68.0,68.0,-70.9,0.1257,0.0,0.0,0.0,0.1257,0.0416,68.0,68.0,0,120.0,152.0,32.0,1.2667,1.0,1.0,0.0
MPLADS-003647,1,80.5,86.5,80.8,80.5,6.0,6.0,6.0,-9.5,1.0733,0.0,0.0,0.0,1.0733,0.0085,6.0,6.0,0,90.0,75.0,0.0,0.8333,1.0,1.0,1.0
MPLADS-003648,1,79.7,94.5,97.4,79.7,14.8,14.8,14.8,-10.3,0.3293,0.0,0.0,0.0,0.3293,-0.0168,14.8,14.8,0,210.0,242.0,32.0,1.1524,1.0,1.0,1.0
MPLADS-003649,1,77.5,90.1,87.9,77.5,12.6,12.6,12.6,-12.5,0.3995,0.0,0.0,0.0,0.3995,0.0458,12.6,12.6,0,180.0,194.0,14.0,1.0778,1.0,1.0,1.0
MPLADS-003650,1,13.4,51.0,97.3,13.4,37.6,37.6,37.6,-76.6,0.0993,0.0,0.0,0.0,0.0993,0.043,37.6,37.6,0,150.0,135.0,0.0,0.9,1.0,1.0,1.0
MPLADS-003651,1,81.3,96.5,92.9,81.3,15.2,15.2,15.2,-8.7,0.4567,0.0,0.0,0.0,0.4567,0.0346,15.2,15.2,0,160.0,178.0,18.0,1.1125,1.0,1.0,1.0
MPLADS-003652,1,75.7,89.1,96.7,75.7,13.4,13.4,13.4,-14.3,0.1752,0.0,0.0,0.0,0.1752,-0.0197,13.4,13.4,0,400.0,432.0,32.0,1.08,1.0,1.0,1.0
MPLADS-003653,1,73.2,86.8,97.5,73.2,13.6,13.6,13.6,-16.8,1.22,0.0,0.0,0.0,1.22,0.0057,13.6,13.6,0,60.0,60.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003654,1,75.4,85.6,80.8,75.4,10.2,10.2,10.2,-14.6,0.1774,0.0,0.0,0.0,0.1774,-0.0129,10.2,10.2,0,400.0,425.0,25.0,1.0625,1.0,1.0,1.0
MPLADS-003655,1,48.9,92.4,89.5,48.9,43.5,43.5,43.5,-41.1,0.0764,0.0,0.0,0.0,0.0764,0.0384,43.5,43.5,4,160.0,640.0,480.0,4.0,1.0,1.0,1.0
MPLADS-003656,1,76.9,94.7,93.2,76.9,17.8,17.8,17.8,-13.1,0.4524,0.0,0.0,0.0,0.4524,0.0217,17.8,17.8,0,160.0,170.0,10.0,1.0625,1.0,1.0,1.0
MPLADS-003657,1,80.6,90.0,91.7,80.6,9.4,9.4,9.4,-9.4,0.382,0.0,0.0,0.0,0.382,-0.0105,9.4,9.4,0,210.0,211.0,1.0,1.0048,1.0,1.0,1.0
MPLADS-003658,1,19.6,90.1,88.2,19.6,70.5,70.5,70.5,-70.4,0.0503,0.0,0.0,0.0,0.0503,0.0224,70.5,70.5,0,400.0,390.0,0.0,0.975,1.0,1.0,0.0
MPLADS-003659,1,86.8,96.4,99.9,86.8,9.6,9.6,9.6,-3.2,0.7174,0.0,0.0,0.0,0.7174,0.0276,9.6,9.6,0,90.0,121.0,31.0,1.3444,1.0,1.0,1.0
MPLADS-003660,1,86.3,97.8,90.0,86.3,11.5,11.5,11.5,-3.7,0.4426,0.0,0.0,0.0,0.4426,-0.0088,11.5,11.5,0,180.0,195.0,15.0,1.0833,1.0,1.0,1.0
MPLADS-003661,1,95.7,85.3,93.7,95.7,10.4,-10.4,-10.4,5.7,0.6019,0.0,0.0,0.0,0.6019,0.0214,0.0,0.0,0,160.0,159.0,0.0,0.9938,1.0,1.0,1.0
MPLADS-003662,1,72.1,87.9,93.8,72.1,15.8,15.8,15.8,-17.9,0.1681,0.0,0.0,0.0,0.1681,0.0121,15.8,15.8,0,400.0,429.0,29.0,1.0725,1.0,1.0,1.0
MPLADS-003663,1,63.8,89.8,96.5,63.8,26.0,26.0,26.0,-26.2,0.0886,0.0,0.0,0.0,0.0886,0.0286,26.0,26.0,4,180.0,720.0,540.0,4.0,1.0,1.0,1.0
MPLADS-003664,1,86.3,94.9,95.0,86.3,8.6,8.6,8.6,-3.7,0.3581,0.0,0.0,0.0,0.3581,0.0391,8.6,8.6,0,210.0,241.0,31.0,1.1476,1.0,1.0,1.0
MPLADS-003665,1,70.9,90.2,93.0,70.9,19.3,19.3,19.3,-19.1,0.1708,0.0,0.0,0.0,0.1708,0.0142,19.3,19.3,0,400.0,415.0,15.0,1.0375,1.0,1.0,1.0
MPLADS-003666,1,13.2,53.6,99.8,13.2,40.4,40.4,40.4,-76.8,0.0737,0.0,0.0,0.0,0.0737,0.0007,40.4,40.4,0,180.0,179.0,0.0,0.9944,1.0,1.0,1.0
MPLADS-003667,1,79.5,93.0,87.4,79.5,13.5,13.5,13.5,-10.5,0.5,0.0,0.0,0.0,0.5,0.0423,13.5,13.5,0,160.0,159.0,0.0,0.9938,1.0,1.0,1.0
MPLADS-003668,1,85.4,93.0,95.9,85.4,7.6,7.6,7.6,-4.6,0.5582,0.0,0.0,0.0,0.5582,0.0035,7.6,7.6,0,120.0,153.0,33.0,1.275,1.0,1.0,1.0
MPLADS-003669,1,96.8,93.6,99.1,96.8,3.2,-3.2,-3.2,6.8,0.484,0.0,0.0,0.0,0.484,0.038,0.0,0.0,0,210.0,200.0,0.0,0.9524,1.0,1.0,1.0
MPLADS-003670,1,82.2,85.4,89.7,82.2,3.2,3.2,3.2,-7.8,0.2015,0.0,0.0,0.0,0.2015,0.0121,3.2,3.2,0,400.0,408.0,8.0,1.02,1.0,1.0,1.0
MPLADS-003671,1,94.3,90.7,87.1,94.3,3.6,-3.6,-3.6,4.3,0.4668,0.0,0.0,0.0,0.4668,0.0301,0.0,0.0,0,180.0,202.0,22.0,1.1222,1.0,1.0,1.0
MPLADS-003672,1,71.6,96.2,96.8,71.6,24.6,24.6,24.6,-18.4,0.8732,0.0,0.0,0.0,0.8732,-0.0027,24.6,24.6,0,90.0,82.0,0.0,0.9111,1.0,1.0,1.0
MPLADS-003673,1,83.9,96.3,90.0,83.9,12.4,12.4,12.4,-6.1,0.2072,0.0,0.0,0.0,0.2072,0.0108,12.4,12.4,0,400.0,405.0,5.0,1.0125,1.0,1.0,1.0
MPLADS-003674,1,74.2,87.1,99.1,74.2,12.9,12.9,12.9,-15.8,0.5984,0.0,0.0,0.0,0.5984,-0.0042,12.9,12.9,0,90.0,124.0,34.0,1.3778,1.0,1.0,1.0
MPLADS-003675,1,79.6,88.6,89.5,79.6,9.0,9.0,9.0,-10.4,0.2015,0.0,0.0,0.0,0.2015,-0.006,9.0,9.0,0,400.0,395.0,0.0,0.9875,1.0,1.0,1.0
MPLADS-003676,1,81.2,91.5,96.2,81.2,10.3,10.3,10.3,-8.8,0.9022,0.0,0.0,0.0,0.9022,0.0138,10.3,10.3,0,90.0,90.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003677,1,73.1,88.2,81.1,73.1,15.1,15.1,15.1,-16.9,0.177,0.0,0.0,0.0,0.177,0.0016,15.1,15.1,0,400.0,413.0,13.0,1.0325,1.0,1.0,1.0
MPLADS-003678,1,89.6,90.9,94.0,89.6,1.3,1.3,1.3,-0.4,0.4287,0.0,0.0,0.0,0.4287,0.0035,1.3,1.3,0,180.0,209.0,29.0,1.1611,1.0,1.0,1.0
MPLADS-003679,1,96.4,85.8,90.3,96.4,10.6,-10.6,-10.6,6.4,0.2323,0.0,0.0,0.0,0.2323,-0.0115,0.0,0.0,0,400.0,415.0,15.0,1.0375,1.0,1.0,1.0
MPLADS-003680,1,92.3,86.4,93.4,92.3,5.9,-5.9,-5.9,2.3,0.3846,0.0,0.0,0.0,0.3846,0.0144,0.0,0.0,0,210.0,240.0,30.0,1.1429,1.0,1.0,1.0
MPLADS-003681,1,71.9,89.7,88.7,71.9,17.8,17.8,17.8,-18.1,0.2663,0.0,0.0,0.0,0.2663,0.0268,17.8,17.8,3,90.0,270.0,180.0,3.0,1.0,1.0,1.0
MPLADS-003682,1,30.9,87.5,80.2,30.9,56.6,56.6,56.6,-59.1,0.1828,0.0,0.0,0.0,0.1828,0.0095,56.6,56.6,0,180.0,169.0,0.0,0.9389,1.0,1.0,0.0
MPLADS-003683,1,74.4,89.5,83.4,74.4,15.1,15.1,15.1,-15.6,1.3778,0.0,0.0,0.0,1.3778,0.0141,15.1,15.1,0,60.0,54.0,0.0,0.9,1.0,1.0,1.0
MPLADS-003684,1,23.8,87.2,82.9,23.8,63.4,63.4,63.4,-66.2,0.1442,0.0,0.0,0.0,0.1442,0.049,63.4,63.4,0,150.0,165.0,15.0,1.1,1.0,1.0,0.0
MPLADS-003685,1,89.1,88.5,85.7,89.1,0.6,-0.6,-0.6,-0.9,0.5211,0.0,0.0,0.0,0.5211,0.0384,0.0,0.0,0,150.0,171.0,21.0,1.14,1.0,1.0,1.0
MPLADS-003686,1,71.0,94.1,97.8,71.0,23.1,23.1,23.1,-19.0,0.3604,0.0,0.0,0.0,0.3604,0.0132,23.1,23.1,0,210.0,197.0,0.0,0.9381,0.0,0.0,0.0
MPLADS-003687,1,71.2,89.4,84.0,71.2,18.2,18.2,18.2,-18.8,0.4623,0.0,0.0,0.0,0.4623,0.018,18.2,18.2,0,150.0,154.0,4.0,1.0267,1.0,1.0,1.0
MPLADS-003688,1,87.4,90.1,89.7,87.4,2.7,2.7,2.7,-2.6,0.4776,0.0,0.0,0.0,0.4776,0.0225,2.7,2.7,0,150.0,183.0,33.0,1.22,1.0,1.0,1.0
MPLADS-003689,1,76.4,88.1,98.9,76.4,11.7,11.7,11.7,-13.6,1.0761,0.0,0.0,0.0,1.0761,0.013,11.7,11.7,0,60.0,71.0,11.0,1.1833,1.0,1.0,1.0
MPLADS-003690,1,75.8,94.8,83.2,75.8,19.0,19.0,19.0,-14.2,0.6264,0.0,0.0,0.0,0.6264,0.014,19.0,19.0,0,90.0,121.0,31.0,1.3444,1.0,1.0,1.0
MPLADS-003691,1,79.9,96.8,86.0,79.9,16.9,16.9,16.9,-10.1,0.7134,0.0,0.0,0.0,0.7134,0.0163,16.9,16.9,0,120.0,112.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-003692,1,90.2,92.5,86.1,90.2,2.3,2.3,2.3,0.2,0.5275,0.0,0.0,0.0,0.5275,0.0202,2.3,2.3,0,150.0,171.0,21.0,1.14,1.0,1.0,1.0
MPLADS-003693,1,85.5,86.8,90.1,85.5,1.3,1.3,1.3,-4.5,1.3359,0.0,0.0,0.0,1.3359,0.0317,1.3,1.3,0,60.0,64.0,4.0,1.0667,1.0,1.0,1.0
MPLADS-003694,1,85.2,92.4,85.7,85.2,7.2,7.2,7.2,-4.8,0.568,0.0,0.0,0.0,0.568,-0.0035,7.2,7.2,0,120.0,150.0,30.0,1.25,1.0,1.0,1.0
MPLADS-003695,1,76.0,146.3,82.8,76.0,70.3,70.3,70.3,-14.0,1.3818,0.0,0.0,0.0,1.3818,0.0112,70.3,70.3,0,60.0,55.0,0.0,0.9167,1.0,1.0,1.0
MPLADS-003696,1,89.8,90.9,87.8,89.8,1.1,1.1,1.1,-0.2,0.5314,0.0,0.0,0.0,0.5314,-0.0155,1.1,1.1,0,150.0,169.0,19.0,1.1267,1.0,1.0,1.0
MPLADS-003697,1,83.7,94.2,96.7,83.7,10.5,10.5,10.5,-6.3,0.2141,0.0,0.0,0.0,0.2141,0.0482,10.5,10.5,0,400.0,391.0,0.0,0.9775,1.0,1.0,1.0
MPLADS-003698,1,87.8,88.6,92.3,87.8,0.8,0.8,0.8,-2.2,0.6504,0.0,0.0,0.0,0.6504,0.0293,0.8,0.8,0,150.0,135.0,0.0,0.9,1.0,1.0,1.0
MPLADS-003699,1,91.8,142.8,97.5,91.8,51.0,51.0,51.0,1.8,0.54,0.0,0.0,0.0,0.54,0.0127,51.0,51.0,0,160.0,170.0,10.0,1.0625,1.0,1.0,1.0
MPLADS-003700,1,70.4,95.1,93.5,70.4,24.7,24.7,24.7,-19.6,0.5101,0.0,0.0,0.0,0.5101,0.0262,24.7,24.7,0,150.0,138.0,0.0,0.92,1.0,1.0,1.0
MPLADS-003701,1,19.3,40.2,95.9,19.3,20.9,20.9,20.9,-70.7,0.0465,0.0,0.0,0.0,0.0465,0.0164,20.9,20.9,0,400.0,415.0,15.0,1.0375,1.0,1.0,1.0
MPLADS-003702,1,96.9,96.4,88.1,96.9,0.5,-0.5,-0.5,6.9,0.5383,0.0,0.0,0.0,0.5383,0.0421,0.0,0.0,0,180.0,180.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003703,1,82.6,96.1,80.8,82.6,13.5,13.5,13.5,-7.4,0.3623,0.0,0.0,0.0,0.3623,0.0342,13.5,13.5,0,210.0,228.0,18.0,1.0857,1.0,1.0,1.0
MPLADS-003704,1,89.5,97.1,97.7,89.5,7.6,7.6,7.6,-0.5,0.4812,0.0,0.0,0.0,0.4812,-0.0016,7.6,7.6,0,160.0,186.0,26.0,1.1625,1.0,1.0,1.0
MPLADS-003705,1,76.2,95.3,80.0,76.2,19.1,19.1,19.1,-13.8,0.421,0.0,0.0,0.0,0.421,0.018,19.1,19.1,0,160.0,181.0,21.0,1.1313,1.0,1.0,1.0
MPLADS-003706,1,83.9,92.6,86.8,83.9,8.7,8.7,8.7,-6.1,1.0896,0.0,0.0,0.0,1.0896,-0.0052,8.7,8.7,0,60.0,77.0,17.0,1.2833,1.0,1.0,1.0
MPLADS-003707,1,79.2,87.4,81.5,79.2,8.2,8.2,8.2,-10.8,0.2015,0.0,0.0,0.0,0.2015,0.0382,8.2,8.2,0,400.0,393.0,0.0,0.9825,1.0,1.0,1.0
MPLADS-003708,1,95.1,94.7,92.0,95.1,0.4,-0.4,-0.4,5.1,0.7097,0.0,0.0,0.0,0.7097,0.0334,0.0,0.0,0,120.0,134.0,14.0,1.1167,1.0,1.0,1.0
MPLADS-003709,1,86.0,89.9,82.4,86.0,3.9,3.9,3.9,-4.0,0.4,0.0,0.0,0.0,0.4,0.0167,3.9,3.9,0,210.0,215.0,5.0,1.0238,1.0,1.0,1.0
MPLADS-003710,1,77.4,90.9,89.8,77.4,13.5,13.5,13.5,-12.6,0.3703,0.0,0.0,0.0,0.3703,-0.0017,13.5,13.5,0,180.0,209.0,29.0,1.1611,1.0,1.0,1.0
MPLADS-003711,1,81.3,91.6,85.8,81.3,10.3,10.3,10.3,-8.7,0.2079,0.0,0.0,0.0,0.2079,0.0212,10.3,10.3,0,400.0,391.0,0.0,0.9775,1.0,1.0,1.0
MPLADS-003712,1,81.3,95.7,99.0,81.3,14.4,14.4,14.4,-8.7,0.3662,0.0,0.0,0.0,0.3662,-0.0133,14.4,14.4,0,210.0,222.0,12.0,1.0571,1.0,1.0,1.0
MPLADS-003713,1,82.8,88.4,89.0,82.8,5.6,5.6,5.6,-7.2,0.4549,0.0,0.0,0.0,0.4549,0.0476,5.6,5.6,0,180.0,182.0,2.0,1.0111,1.0,1.0,1.0
MPLADS-003714,1,77.0,95.7,95.1,77.0,18.7,18.7,18.7,-13.0,0.3195,0.0,0.0,0.0,0.3195,-0.0088,18.7,18.7,0,210.0,241.0,31.0,1.1476,1.0,1.0,1.0
MPLADS-003715,1,71.4,142.6,91.1,71.4,71.2,71.2,71.2,-18.6,1.0056,0.0,0.0,0.0,1.0056,0.017,71.2,71.2,0,60.0,71.0,11.0,1.1833,1.0,1.0,1.0
MPLADS-003716,1,18.1,51.5,88.6,18.1,33.4,33.4,33.4,-71.9,0.0449,0.0,0.0,0.0,0.0449,0.0263,33.4,33.4,0,400.0,403.0,3.0,1.0075,1.0,1.0,1.0
MPLADS-003717,1,89.1,96.2,81.4,89.1,7.1,7.1,7.1,-0.9,0.4106,0.0,0.0,0.0,0.4106,-0.0176,7.1,7.1,0,210.0,217.0,7.0,1.0333,1.0,1.0,1.0
MPLADS-003718,1,70.9,91.9,88.4,70.9,21.0,21.0,21.0,-19.1,0.2906,0.0,0.0,0.0,0.2906,0.0399,21.0,21.0,0,210.0,244.0,34.0,1.1619,1.0,1.0,1.0
MPLADS-003719,1,21.9,64.0,88.4,21.9,42.1,42.1,42.1,-68.1,0.2808,0.0,0.0,0.0,0.2808,0.0495,42.1,42.1,0,90.0,78.0,0.0,0.8667,1.0,1.0,1.0
MPLADS-003720,1,97.0,85.3,86.1,97.0,11.7,-11.7,-11.7,7.0,0.6218,0.0,0.0,0.0,0.6218,0.0379,0.0,0.0,0,160.0,156.0,0.0,0.975,1.0,1.0,1.0
MPLADS-003721,1,78.5,91.8,96.8,78.5,13.3,13.3,13.3,-11.5,0.6488,0.0,0.0,0.0,0.6488,0.0198,13.3,13.3,0,120.0,121.0,1.0,1.0083,1.0,1.0,1.0
MPLADS-003722,1,96.0,88.4,87.0,96.0,7.6,-7.6,-7.6,6.0,1.5,0.0,0.0,0.0,1.5,0.029,0.0,0.0,0,60.0,64.0,4.0,1.0667,1.0,1.0,1.0
MPLADS-003723,1,96.2,94.4,84.9,96.2,1.8,-1.8,-1.8,6.2,0.4883,0.0,0.0,0.0,0.4883,0.0038,0.0,0.0,0,210.0,197.0,0.0,0.9381,1.0,1.0,1.0
MPLADS-003724,1,72.1,94.2,80.7,72.1,22.1,22.1,22.1,-17.9,0.8011,0.0,0.0,0.0,0.8011,0.0055,22.1,22.1,0,90.0,90.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003725,1,77.2,93.3,97.6,77.2,16.1,16.1,16.1,-12.8,0.9772,0.0,0.0,0.0,0.9772,0.0297,16.1,16.1,0,90.0,79.0,0.0,0.8778,1.0,1.0,1.0
MPLADS-003726,1,99.2,96.8,94.5,99.2,2.4,-2.4,-2.4,9.2,1.0901,0.0,0.0,0.0,1.0901,0.0172,0.0,0.0,0,60.0,91.0,31.0,1.5167,1.0,1.0,1.0
MPLADS-003727,1,95.7,93.2,99.6,95.7,2.5,-2.5,-2.5,5.7,0.6985,0.0,0.0,0.0,0.6985,0.0303,0.0,0.0,0,120.0,137.0,17.0,1.1417,1.0,1.0,1.0
MPLADS-003728,1,99.4,94.0,81.6,99.4,5.4,-5.4,-5.4,9.4,1.949,0.0,0.0,0.0,1.949,-0.0069,0.0,0.0,0,60.0,51.0,0.0,0.85,1.0,1.0,1.0
MPLADS-003729,1,77.6,89.2,93.7,77.6,11.6,11.6,11.6,-12.4,0.6258,0.0,0.0,0.0,0.6258,-0.0135,11.6,11.6,0,90.0,124.0,34.0,1.3778,1.0,1.0,1.0
MPLADS-003730,1,70.1,96.5,93.8,70.1,26.4,26.4,26.4,-19.9,0.2921,0.0,0.0,0.0,0.2921,0.0133,26.4,26.4,0,210.0,240.0,30.0,1.1429,1.0,1.0,1.0
MPLADS-003731,1,74.2,94.2,94.2,74.2,20.0,20.0,20.0,-15.8,0.5579,0.0,0.0,0.0,0.5579,0.0278,20.0,20.0,0,120.0,133.0,13.0,1.1083,1.0,1.0,1.0
MPLADS-003732,1,85.3,92.9,91.7,85.3,7.6,7.6,7.6,-4.7,0.4765,0.0,0.0,0.0,0.4765,0.0424,7.6,7.6,0,180.0,179.0,0.0,0.9944,1.0,1.0,1.0
MPLADS-003733,1,70.1,87.8,93.1,70.1,17.7,17.7,17.7,-19.9,0.5991,0.0,0.0,0.0,0.5991,0.0387,17.7,17.7,0,120.0,117.0,0.0,0.975,1.0,1.0,1.0
MPLADS-003734,1,91.4,91.6,97.5,91.4,0.2,0.2,0.2,1.4,0.5345,0.0,0.0,0.0,0.5345,0.018,0.2,0.2,0,150.0,171.0,21.0,1.14,1.0,1.0,1.0
MPLADS-003735,1,98.0,91.6,99.3,98.0,6.4,-6.4,-6.4,8.0,0.6282,0.0,0.0,0.0,0.6282,0.048,0.0,0.0,0,150.0,156.0,6.0,1.04,1.0,1.0,1.0
MPLADS-003736,1,73.5,97.3,88.2,73.5,23.8,23.8,23.8,-16.5,0.3693,0.0,0.0,0.0,0.3693,0.0345,23.8,23.8,0,210.0,199.0,0.0,0.9476,1.0,1.0,1.0
MPLADS-003737,1,85.1,137.2,90.1,85.1,52.1,52.1,52.1,-4.9,0.465,0.0,0.0,0.0,0.465,-0.0142,52.1,52.1,0,160.0,183.0,23.0,1.1438,1.0,1.0,1.0
MPLADS-003738,1,99.0,97.8,88.3,99.0,1.2,-1.2,-1.2,9.0,1.2692,0.0,0.0,0.0,1.2692,0.0241,0.0,0.0,0,90.0,78.0,0.0,0.8667,1.0,1.0,1.0
MPLADS-003739,1,77.9,85.1,89.0,77.9,7.2,7.2,7.2,-12.1,0.4839,0.0,0.0,0.0,0.4839,-0.0015,7.2,7.2,0,150.0,161.0,11.0,1.0733,1.0,1.0,1.0
MPLADS-003740,1,99.9,91.6,81.5,99.9,8.3,-8.3,-8.3,9.9,0.2498,0.0,0.0,0.0,0.2498,0.0295,0.0,0.0,0,400.0,400.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003741,1,90.3,85.9,92.3,90.3,4.4,-4.4,-4.4,0.3,1.8812,0.0,0.0,0.0,1.8812,0.0192,0.0,0.0,0,60.0,48.0,0.0,0.8,1.0,1.0,1.0
MPLADS-003742,1,90.9,125.1,86.8,90.9,34.2,34.2,34.2,0.9,0.5717,0.0,0.0,0.0,0.5717,0.036,34.2,34.2,0,150.0,159.0,9.0,1.06,1.0,1.0,1.0
MPLADS-003743,1,74.3,85.8,85.1,74.3,11.5,11.5,11.5,-15.7,0.4921,0.0,0.0,0.0,0.4921,0.0209,11.5,11.5,0,160.0,151.0,0.0,0.9437,1.0,1.0,1.0
MPLADS-003744,1,91.9,87.1,96.1,91.9,4.8,-4.8,-4.8,1.9,0.4355,0.0,0.0,0.0,0.4355,0.0304,0.0,0.0,0,210.0,211.0,1.0,1.0048,1.0,1.0,1.0
MPLADS-003745,1,83.0,95.1,88.8,83.0,12.1,12.1,12.1,-7.0,0.5646,0.0,0.0,0.0,0.5646,0.0093,12.1,12.1,0,150.0,147.0,0.0,0.98,1.0,1.0,1.0
MPLADS-003746,1,80.6,85.5,82.1,80.6,4.9,4.9,4.9,-9.4,1.2594,0.0,0.0,0.0,1.2594,0.031,4.9,4.9,0,60.0,64.0,4.0,1.0667,1.0,1.0,1.0
MPLADS-003747,1,88.3,90.8,94.0,88.3,2.5,2.5,2.5,-1.7,0.5553,0.0,0.0,0.0,0.5553,-0.0154,2.5,2.5,0,150.0,159.0,9.0,1.06,1.0,1.0,1.0
MPLADS-003748,1,71.3,90.6,87.9,71.3,19.3,19.3,19.3,-18.7,0.1842,0.0,0.0,0.0,0.1842,0.0347,19.3,19.3,0,400.0,387.0,0.0,0.9675,1.0,1.0,1.0
MPLADS-003749,1,72.4,86.2,93.0,72.4,13.8,13.8,13.8,-17.6,0.4415,0.0,0.0,0.0,0.4415,-0.0147,13.8,13.8,0,160.0,164.0,4.0,1.025,1.0,1.0,1.0
MPLADS-003750,1,78.7,89.6,93.0,78.7,10.9,10.9,10.9,-11.3,0.4602,0.0,0.0,0.0,0.4602,-0.0122,10.9,10.9,0,180.0,171.0,0.0,0.95,1.0,1.0,1.0
MPLADS-003751,1,74.4,95.3,90.0,74.4,20.9,20.9,20.9,-15.6,0.2067,0.0,0.0,0.0,0.2067,0.0377,20.9,20.9,4,90.0,360.0,270.0,4.0,1.0,1.0,1.0
MPLADS-003752,1,97.3,131.4,93.0,97.3,34.1,34.1,34.1,7.3,0.499,0.0,0.0,0.0,0.499,0.0397,34.1,34.1,0,210.0,195.0,0.0,0.9286,1.0,1.0,1.0
MPLADS-003753,1,89.6,95.9,87.8,89.6,6.3,6.3,6.3,-0.4,0.3733,0.0,0.0,0.0,0.3733,0.0139,6.3,6.3,0,210.0,240.0,30.0,1.1429,1.0,1.0,1.0
MPLADS-003754,1,80.2,95.3,93.6,80.2,15.1,15.1,15.1,-9.8,0.6683,0.0,0.0,0.0,0.6683,0.0341,15.1,15.1,0,120.0,120.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003755,1,90.8,87.6,84.0,90.8,3.2,-3.2,-3.2,0.8,1.3758,0.0,0.0,0.0,1.3758,-0.0183,0.0,0.0,0,60.0,66.0,6.0,1.1,1.0,1.0,1.0
MPLADS-003756,1,71.3,132.3,85.6,71.3,61.0,61.0,61.0,-18.7,0.3047,0.0,0.0,0.0,0.3047,-0.0177,61.0,61.0,0,210.0,234.0,24.0,1.1143,1.0,1.0,1.0
MPLADS-003757,1,92.2,97.6,82.2,92.2,5.4,5.4,5.4,2.2,1.1821,0.0,0.0,0.0,1.1821,0.0151,5.4,5.4,0,60.0,78.0,18.0,1.3,1.0,1.0,1.0
MPLADS-003758,1,94.9,91.1,96.6,94.9,3.8,-3.8,-3.8,4.9,0.65,0.0,0.0,0.0,0.65,0.0449,0.0,0.0,0,160.0,146.0,0.0,0.9125,1.0,1.0,1.0
MPLADS-003759,1,93.3,86.7,89.0,93.3,6.6,-6.6,-6.6,3.3,1.3925,0.0,0.0,0.0,1.3925,-0.0091,0.0,0.0,0,60.0,67.0,7.0,1.1167,1.0,1.0,1.0
MPLADS-003760,1,79.2,95.1,84.6,79.2,15.9,15.9,15.9,-10.8,0.5867,0.0,0.0,0.0,0.5867,0.0215,15.9,15.9,0,120.0,135.0,15.0,1.125,1.0,1.0,1.0
MPLADS-003761,1,70.1,89.2,96.7,70.1,19.1,19.1,19.1,-19.9,0.8987,0.0,0.0,0.0,0.8987,-0.0121,19.1,19.1,0,60.0,78.0,18.0,1.3,1.0,1.0,1.0
MPLADS-003762,1,82.1,85.6,87.3,82.1,3.5,3.5,3.5,-7.9,0.4005,0.0,0.0,0.0,0.4005,0.0068,3.5,3.5,0,210.0,205.0,0.0,0.9762,1.0,1.0,1.0
MPLADS-003763,1,90.5,94.3,91.9,90.5,3.8,3.8,3.8,0.5,0.3755,0.0,0.0,0.0,0.3755,0.0113,3.8,3.8,0,210.0,241.0,31.0,1.1476,1.0,1.0,1.0
MPLADS-003764,1,84.3,88.8,80.5,84.3,4.5,4.5,4.5,-5.7,0.4053,0.0,0.0,0.0,0.4053,0.0082,4.5,4.5,0,180.0,208.0,28.0,1.1556,1.0,1.0,1.0
MPLADS-003765,1,88.4,86.2,86.7,88.4,2.2,-2.2,-2.2,-1.6,0.6647,0.0,0.0,0.0,0.6647,0.0323,0.0,0.0,0,120.0,133.0,13.0,1.1083,1.0,1.0,1.0
MPLADS-003766,1,72.1,87.6,90.7,72.1,15.5,15.5,15.5,-17.9,0.3569,0.0,0.0,0.0,0.3569,-0.0028,15.5,15.5,0,180.0,202.0,22.0,1.1222,1.0,1.0,1.0
MPLADS-003767,1,90.6,91.6,81.7,90.6,1.0,1.0,1.0,0.6,0.4314,0.0,0.0,0.0,0.4314,0.0442,1.0,1.0,0,210.0,210.0,0.0,1.0,1.0,1.0,1.0
MPLADS-003768,1,95.8,87.9,98.2,95.8,7.9,-7.9,-7.9,5.8,0.6607,0.0,0.0,0.0,0.6607,0.0356,0.0,0.0,0,120.0,145.0,25.0,1.2083,1.0,1.0,1.0
MPLADS-003769,1,93.6,90.0,81.9,93.6,3.6,-3.6,-3.6,3.6,0.485,0.0,0.0,0.0,0.485,0.0165,0.0,0.0,0,180.0,193.0,13.0,1.0722,1.0,1.0,1.0
MPLADS-003770,1,90.6,86.1,80.6,90.6,4.5,-4.5,-4.5,0.6,0.2122,0.0,0.0,0.0,0.2122,0.0348,0.0,0.0,0,400.0,427.0,27.0,1.0675,1.0,1.0,1.0
