project_id,payment_count,total_paid,average_payment,median_payment,min_payment,max_payment,payment_amount_std,first_payment_date,last_payment_date,payment_span_days,average_days_between_payments,median_days_between_payments,payment_interval_std,payment_velocity_mean,payment_velocity_max,payment_frequency_mean,payment_concentration_max,duplicate_payment_count,duplicate_payment_rate,payment_timing_anomaly_count,payment_timing_anomaly_rate,unverified_payment_count,unverified_payment_rate,round_number_payment_count,round_number_payment_rate,final_installment_count,final_installment_amount,final_installment_share
MPLADS-004096,3,14373000.0,4791000.0,4791000.0,4791000.0,4791000.0,0.0,2022-09-03,2023-01-26,145,72.5,72.5,0.71,68442.86,68442.86,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4791000.0,0.3333
MPLADS-004097,3,1735000.0,578333.33,578300.0,578300.0,578400.0,57.74,2024-02-17,2024-04-29,72,36.0,36.0,0.0,14458.33,14460.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,578400.0,0.3334
MPLADS-004098,3,12321000.0,4107000.0,4107000.0,4107000.0,4107000.0,0.0,2023-01-17,2023-11-03,290,145.0,145.0,0.0,30802.5,30802.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4107000.0,0.3333
MPLADS-004099,3,2836000.0,945333.33,945300.0,945300.0,945400.0,57.74,2023-02-04,2023-06-05,121,60.5,60.5,0.71,17725.0,17726.25,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,945400.0,0.3334
MPLADS-004100,3,2558000.0,852666.67,852700.0,852600.0,852700.0,57.74,2022-12-11,2023-04-14,124,62.0,62.0,0.0,15987.5,15988.12,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,852600.0,0.3333
MPLADS-004101,3,2682000.0,894000.0,894000.0,894000.0,894000.0,0.0,2023-09-14,2023-12-31,108,54.0,54.0,0.0,16762.5,16762.5,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,894000.0,0.3333
MPLADS-004102,3,3223000.0,1074333.33,1074300.0,1074300.0,1074400.0,57.74,2023-07-29,2023-12-12,136,68.0,68.0,0.0,17905.56,17906.67,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1074400.0,0.3334
MPLADS-004103,3,2252000.0,750666.67,750700.0,750600.0,750700.0,57.74,2023-11-07,2024-03-30,144,72.0,72.0,0.0,10723.81,10724.29,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,750600.0,0.3333
MPLADS-004104,3,8928000.0,2976000.0,2976000.0,2976000.0,2976000.0,0.0,2023-03-29,2023-08-03,127,63.5,63.5,0.71,49600.0,49600.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2976000.0,0.3333
MPLADS-004105,3,9991000.0,3330333.33,3330300.0,3330300.0,3330400.0,57.74,2023-04-04,2024-01-08,279,139.5,139.5,0.71,24977.5,24978.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3330400.0,0.3333
MPLADS-004106,2,786000.0,393000.0,393000.0,393000.0,393000.0,0.0,2022-12-07,2023-01-16,40,40.0,40.0,0.0,13100.0,13100.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,393000.0,0.5
MPLADS-004107,2,744000.0,372000.0,372000.0,372000.0,372000.0,0.0,2023-01-04,2023-03-04,59,59.0,59.0,0.0,8266.67,8266.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,372000.0,0.5
MPLADS-004108,3,7557000.0,2519000.0,2519000.0,2519000.0,2519000.0,0.0,2023-11-08,2024-08-10,276,138.0,138.0,0.0,18892.5,18892.5,133.3,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,2519000.0,0.3333
MPLADS-004109,3,1949000.0,649666.67,649700.0,649600.0,649700.0,57.74,2022-12-10,2023-03-31,111,55.5,55.5,0.71,10827.78,10828.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,649600.0,0.3333
MPLADS-004110,2,999000.0,499500.0,499500.0,499500.0,499500.0,0.0,2022-07-22,2022-09-02,42,42.0,42.0,0.0,11100.0,11100.0,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,499500.0,0.5
MPLADS-004111,3,3123000.0,1041000.0,1041000.0,1041000.0,1041000.0,0.0,2023-11-29,2024-04-19,142,71.0,71.0,0.0,14871.43,14871.43,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1041000.0,0.3333
MPLADS-004112,3,3195000.0,1065000.0,1065000.0,1065000.0,1065000.0,0.0,2023-03-23,2023-07-28,127,63.5,63.5,0.71,17750.0,17750.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1065000.0,0.3333
MPLADS-004113,2,559000.0,279500.0,279500.0,279500.0,279500.0,0.0,2023-11-14,2023-12-31,47,47.0,47.0,0.0,9316.67,9316.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,279500.0,0.5
MPLADS-004114,2,897000.0,448500.0,448500.0,448500.0,448500.0,0.0,2022-12-12,2023-02-03,53,53.0,53.0,0.0,9966.67,9966.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,448500.0,0.5
MPLADS-004115,3,3072000.0,1024000.0,1024000.0,1024000.0,1024000.0,0.0,2022-09-28,2023-02-25,150,75.0,75.0,0.0,14628.57,14628.57,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1024000.0,0.3333
MPLADS-004116,3,3680000.0,1226666.67,1226700.0,1226600.0,1226700.0,57.74,2023-10-26,2024-03-30,156,78.0,78.0,0.0,17523.81,17524.29,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1226600.0,0.3333
MPLADS-004117,3,3416000.0,1138666.67,1138700.0,1138600.0,1138700.0,57.74,2023-11-02,2024-03-11,130,65.0,65.0,0.0,18977.78,18978.33,60.0,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,1138600.0,0.3333
MPLADS-004118,3,2101000.0,700333.33,700300.0,700300.0,700400.0,57.74,2022-05-20,2022-10-29,162,81.0,81.0,0.0,10004.76,10005.71,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,700400.0,0.3334
MPLADS-004119,3,3221000.0,1073666.67,1073700.0,1073600.0,1073700.0,57.74,2022-11-29,2023-02-09,72,36.0,36.0,0.0,35788.89,35790.0,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1073600.0,0.3333
MPLADS-004120,3,7962000.0,2654000.0,2654000.0,2654000.0,2654000.0,0.0,2024-01-10,2024-04-21,102,51.0,51.0,0.0,53080.0,53080.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2654000.0,0.3333
MPLADS-004121,3,2826000.0,942000.0,942000.0,942000.0,942000.0,0.0,2023-12-16,2024-04-20,126,63.0,63.0,0.0,17662.5,17662.5,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,942000.0,0.3333
MPLADS-004122,3,1510000.0,503333.33,503300.0,503300.0,503400.0,57.74,2022-07-17,2022-11-10,116,58.0,58.0,0.0,10066.67,10068.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,503400.0,0.3334
MPLADS-004123,2,349000.0,174500.0,174500.0,174500.0,174500.0,0.0,2024-01-02,2024-02-15,44,44.0,44.0,0.0,5816.67,5816.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,174500.0,0.5
MPLADS-004124,3,2874000.0,958000.0,958000.0,958000.0,958000.0,0.0,2023-02-01,2023-06-29,148,74.0,74.0,0.0,13685.71,13685.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,958000.0,0.3333
MPLADS-004125,3,3601000.0,1200333.33,1200300.0,1200300.0,1200400.0,57.74,2023-06-20,2023-11-01,134,67.0,67.0,0.0,17147.62,17148.57,70.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,1200400.0,0.3334
MPLADS-004126,3,1482000.0,494000.0,494000.0,494000.0,494000.0,0.0,2023-08-01,2023-11-02,93,46.5,46.5,0.71,12350.0,12350.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,494000.0,0.3333
MPLADS-004127,2,349000.0,174500.0,174500.0,174500.0,174500.0,0.0,2022-05-12,2022-06-09,28,28.0,28.0,0.0,5816.67,5816.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,174500.0,0.5
MPLADS-004128,3,2838000.0,946000.0,946000.0,946000.0,946000.0,0.0,2022-12-08,2023-04-17,130,65.0,65.0,0.0,17737.5,17737.5,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,946000.0,0.3333
MPLADS-004129,3,11999000.0,3999666.67,3999700.0,3999600.0,3999700.0,57.74,2024-01-03,2024-09-23,264,132.0,132.0,0.0,29997.5,29997.75,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3999600.0,0.3333
MPLADS-004130,3,2334000.0,778000.0,778000.0,778000.0,778000.0,0.0,2023-09-23,2024-01-15,114,57.0,57.0,0.0,12966.67,12966.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,778000.0,0.3333
MPLADS-004131,2,384000.0,192000.0,192000.0,192000.0,192000.0,0.0,2023-04-26,2023-06-12,47,47.0,47.0,0.0,6400.0,6400.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,192000.0,0.5
MPLADS-004132,3,1540000.0,513333.33,513300.0,513300.0,513400.0,57.74,2023-09-21,2023-12-12,82,41.0,41.0,0.0,12833.33,12835.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,513400.0,0.3334
MPLADS-004133,3,13378000.0,4459333.33,4459300.0,4459300.0,4459400.0,57.74,2022-07-03,2023-04-11,282,141.0,141.0,0.0,33445.0,33445.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4459400.0,0.3333
MPLADS-004134,3,2735000.0,911666.67,911700.0,911600.0,911700.0,57.74,2024-01-15,2024-04-22,98,49.0,49.0,0.0,22791.67,22792.5,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,911600.0,0.3333
MPLADS-004135,3,3610000.0,1203333.33,1203300.0,1203300.0,1203400.0,57.74,2023-04-04,2023-08-16,134,67.0,67.0,0.0,17190.48,17191.43,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1203400.0,0.3334
MPLADS-004136,3,2434000.0,811333.33,811300.0,811300.0,811400.0,57.74,2023-09-14,2024-01-12,120,60.0,60.0,0.0,13522.22,13523.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,811400.0,0.3334
MPLADS-004137,3,3212000.0,1070666.67,1070700.0,1070600.0,1070700.0,57.74,2022-10-11,2023-02-22,134,67.0,67.0,0.0,17844.44,17845.0,60.0,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,1070600.0,0.3333
MPLADS-004138,3,10206000.0,3402000.0,3402000.0,3402000.0,3402000.0,0.0,2023-03-06,2023-12-20,289,144.5,144.5,0.71,25515.0,25515.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3402000.0,0.3333
MPLADS-004139,3,1663000.0,554333.33,554300.0,554300.0,554400.0,57.74,2023-04-11,2023-07-12,92,46.0,46.0,0.0,13858.33,13860.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,554400.0,0.3334
MPLADS-004140,3,12551000.0,4183666.67,4183700.0,4183600.0,4183700.0,57.74,2024-01-13,2024-10-05,266,133.0,133.0,0.0,31377.5,31377.75,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4183600.0,0.3333
MPLADS-004141,3,1833000.0,611000.0,611000.0,611000.0,611000.0,0.0,2023-07-07,2023-09-23,78,39.0,39.0,0.0,15275.0,15275.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,611000.0,0.3333
MPLADS-004142,3,1364000.0,454666.67,454700.0,454600.0,454700.0,57.74,2022-06-13,2022-10-07,116,58.0,58.0,0.0,9093.33,9094.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,454600.0,0.3333
MPLADS-004143,3,1476000.0,492000.0,492000.0,492000.0,492000.0,0.0,2022-11-14,2023-02-02,80,40.0,40.0,0.0,12300.0,12300.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,492000.0,0.3333
MPLADS-004144,3,1436000.0,478666.67,478700.0,478600.0,478700.0,57.74,2024-02-22,2024-06-23,122,61.0,61.0,0.0,9573.33,9574.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,478600.0,0.3333
MPLADS-004145,3,10439000.0,3479666.67,3479700.0,3479600.0,3479700.0,57.74,2023-01-22,2023-10-26,277,138.5,138.5,0.71,26097.5,26097.75,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3479600.0,0.3333
MPLADS-004146,2,425000.0,212500.0,212500.0,212500.0,212500.0,0.0,2024-01-15,2024-02-15,31,31.0,31.0,0.0,7083.33,7083.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,212500.0,0.5
MPLADS-004147,2,623000.0,311500.0,311500.0,311500.0,311500.0,0.0,2023-12-19,2024-01-16,28,28.0,28.0,0.0,10383.33,10383.33,30.0,0.5,0,0.0,0,0.0,2,1.0,0,0.0,1,311500.0,0.5
MPLADS-004148,3,3231000.0,1077000.0,1077000.0,1077000.0,1077000.0,0.0,2022-12-24,2023-05-03,130,65.0,65.0,0.0,17950.0,17950.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1077000.0,0.3333
MPLADS-004149,2,647000.0,323500.0,323500.0,323500.0,323500.0,0.0,2023-10-24,2023-12-20,57,57.0,57.0,0.0,7188.89,7188.89,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,323500.0,0.5
MPLADS-004150,3,4167000.0,1389000.0,1389000.0,1389000.0,1389000.0,0.0,2023-11-30,2024-02-10,72,36.0,36.0,0.0,46300.0,46300.0,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1389000.0,0.3333
MPLADS-004151,3,1695000.0,565000.0,565000.0,565000.0,565000.0,0.0,2022-07-15,2022-10-14,91,45.5,45.5,0.71,14125.0,14125.0,40.0,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,565000.0,0.3333
MPLADS-004152,3,1157000.0,385666.67,385700.0,385600.0,385700.0,57.74,2023-12-23,2024-03-24,92,46.0,46.0,0.0,9641.67,9642.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,385600.0,0.3333
MPLADS-004153,2,556000.0,278000.0,278000.0,278000.0,278000.0,0.0,2023-05-09,2023-06-10,32,32.0,32.0,0.0,9266.67,9266.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,278000.0,0.5
MPLADS-004154,2,854000.0,427000.0,427000.0,427000.0,427000.0,0.0,2023-05-24,2023-07-11,48,48.0,48.0,0.0,9488.89,9488.89,45.0,0.5,0,0.0,0,0.0,2,1.0,0,0.0,1,427000.0,0.5
MPLADS-004155,3,1159000.0,386333.33,386300.0,386300.0,386400.0,57.74,2023-09-10,2023-12-19,100,50.0,50.0,0.0,9658.33,9660.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,386400.0,0.3334
MPLADS-004156,3,2279000.0,759666.67,759700.0,759600.0,759700.0,57.74,2022-06-15,2022-10-19,126,63.0,63.0,0.0,14243.75,14244.38,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,759600.0,0.3333
MPLADS-004157,3,3105000.0,1035000.0,1035000.0,1035000.0,1035000.0,0.0,2023-10-25,2024-03-16,143,71.5,71.5,0.71,14785.71,14785.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1035000.0,0.3333
MPLADS-004158,2,727000.0,363500.0,363500.0,363500.0,363500.0,0.0,2023-12-10,2024-01-26,47,47.0,47.0,0.0,8077.78,8077.78,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,363500.0,0.5
MPLADS-004159,3,2084000.0,694666.67,694700.0,694600.0,694700.0,57.74,2022-09-14,2023-01-08,116,58.0,58.0,0.0,11577.78,11578.33,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,694600.0,0.3333
MPLADS-004160,3,3272000.0,1090666.67,1090700.0,1090600.0,1090700.0,57.74,2022-07-23,2022-11-20,120,60.0,60.0,0.0,18177.78,18178.33,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1090600.0,0.3333
MPLADS-004161,2,447000.0,223500.0,223500.0,223500.0,223500.0,0.0,2022-11-27,2022-12-30,33,33.0,33.0,0.0,7450.0,7450.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,223500.0,0.5
MPLADS-004162,2,697000.0,348500.0,348500.0,348500.0,348500.0,0.0,2023-10-30,2023-12-08,39,39.0,39.0,0.0,7744.44,7744.44,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,348500.0,0.5
MPLADS-004163,3,4875000.0,1625000.0,1625000.0,1625000.0,1625000.0,0.0,2024-01-28,2024-06-28,152,76.0,76.0,0.0,23214.29,23214.29,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1625000.0,0.3333
MPLADS-004164,3,1524000.0,508000.0,508000.0,508000.0,508000.0,0.0,2023-05-25,2023-09-01,99,49.5,49.5,0.71,10160.0,10160.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,508000.0,0.3333
MPLADS-004165,3,2821000.0,940333.33,940300.0,940300.0,940400.0,57.74,2023-04-17,2023-09-02,138,69.0,69.0,0.0,15672.22,15673.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,940400.0,0.3334
MPLADS-004166,3,3212000.0,1070666.67,1070700.0,1070600.0,1070700.0,57.74,2023-05-13,2023-09-23,133,66.5,66.5,0.71,17844.44,17845.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1070600.0,0.3333
MPLADS-004167,3,1888000.0,629333.33,629300.0,629300.0,629400.0,57.74,2022-06-26,2022-10-06,102,51.0,51.0,0.0,11800.0,11801.25,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,629400.0,0.3334
MPLADS-004168,2,612000.0,306000.0,306000.0,306000.0,306000.0,0.0,2023-08-15,2023-09-19,35,35.0,35.0,0.0,10200.0,10200.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,306000.0,0.5
MPLADS-004169,3,2536000.0,845333.33,845300.0,845300.0,845400.0,57.74,2024-03-05,2024-06-16,103,51.5,51.5,0.71,15850.0,15851.25,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,845400.0,0.3334
MPLADS-004170,3,2303000.0,767666.67,767700.0,767600.0,767700.0,57.74,2023-08-08,2023-10-03,56,28.0,28.0,0.0,38383.33,38385.0,20.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,767600.0,0.3333
MPLADS-004171,3,3465000.0,1155000.0,1155000.0,1155000.0,1155000.0,0.0,2022-12-05,2023-04-19,135,67.5,67.5,0.71,16500.0,16500.0,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1155000.0,0.3333
MPLADS-004172,3,1613000.0,537666.67,537700.0,537600.0,537700.0,57.74,2022-07-20,2022-11-11,114,57.0,57.0,0.0,10081.25,10081.88,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,537600.0,0.3333
MPLADS-004173,3,1929000.0,643000.0,643000.0,643000.0,643000.0,0.0,2023-02-17,2023-07-05,138,69.0,69.0,0.0,9185.71,9185.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,643000.0,0.3333
MPLADS-004174,2,362000.0,181000.0,181000.0,181000.0,181000.0,0.0,2022-12-30,2023-01-24,25,25.0,25.0,0.0,6033.33,6033.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,181000.0,0.5
MPLADS-004175,3,2673000.0,891000.0,891000.0,891000.0,891000.0,0.0,2023-10-03,2025-04-15,560,280.0,280.0,0.0,12728.57,12728.57,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,891000.0,0.3333
MPLADS-004176,3,4618000.0,1539333.33,1539300.0,1539300.0,1539400.0,57.74,2022-05-29,2022-09-18,112,56.0,56.0,0.0,25655.56,25656.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1539400.0,0.3333
MPLADS-004177,3,10094000.0,3364666.67,3364700.0,3364600.0,3364700.0,57.74,2023-08-23,2024-05-13,264,132.0,132.0,0.0,25235.0,25235.25,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3364600.0,0.3333
MPLADS-004178,3,1038000.0,346000.0,346000.0,346000.0,346000.0,0.0,2023-11-14,2024-01-12,59,29.5,29.5,0.71,11533.33,11533.33,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,346000.0,0.3333
MPLADS-004179,3,2781000.0,927000.0,927000.0,927000.0,927000.0,0.0,2023-12-07,2024-04-02,117,58.5,58.5,0.71,15450.0,15450.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,927000.0,0.3333
MPLADS-004180,3,1415000.0,471666.67,471700.0,471600.0,471700.0,57.74,2022-11-06,2023-02-16,102,51.0,51.0,0.0,9433.33,9434.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,471600.0,0.3333
MPLADS-004181,3,2241000.0,747000.0,747000.0,747000.0,747000.0,0.0,2022-10-11,2023-01-20,101,50.5,50.5,0.71,14006.25,14006.25,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,747000.0,0.3333
MPLADS-004182,3,2532000.0,844000.0,844000.0,844000.0,844000.0,0.0,2022-12-21,2023-05-05,135,67.5,67.5,0.71,12057.14,12057.14,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,844000.0,0.3333
MPLADS-004183,3,3869000.0,1289666.67,1289700.0,1289600.0,1289700.0,57.74,2023-10-13,2025-04-25,560,280.0,280.0,0.0,18423.81,18424.29,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1289600.0,0.3333
MPLADS-004184,3,2999000.0,999666.67,999700.0,999600.0,999700.0,57.74,2023-06-21,2023-10-17,118,59.0,59.0,0.0,18743.75,18744.38,53.3,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,999600.0,0.3333
MPLADS-004185,3,1945000.0,648333.33,648300.0,648300.0,648400.0,57.74,2022-06-16,2022-10-12,118,59.0,59.0,0.0,12156.25,12157.5,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,648400.0,0.3334
MPLADS-004186,2,637000.0,318500.0,318500.0,318500.0,318500.0,0.0,2023-01-28,2023-03-01,32,32.0,32.0,0.0,10616.67,10616.67,30.0,0.5,0,0.0,0,0.0,2,1.0,0,0.0,1,318500.0,0.5
MPLADS-004187,2,404000.0,202000.0,202000.0,202000.0,202000.0,0.0,2022-04-24,2022-05-26,32,32.0,32.0,0.0,6733.33,6733.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,202000.0,0.5
MPLADS-004188,3,3451000.0,1150333.33,1150300.0,1150300.0,1150400.0,57.74,2022-11-01,2023-03-21,140,70.0,70.0,0.0,16433.34,16434.29,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1150400.0,0.3334
MPLADS-004189,3,3083000.0,1027666.67,1027700.0,1027600.0,1027700.0,57.74,2023-04-10,2023-08-18,130,65.0,65.0,0.0,14680.95,14681.43,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1027600.0,0.3333
MPLADS-004190,3,2888000.0,962666.67,962700.0,962600.0,962700.0,57.74,2022-11-15,2023-02-21,98,49.0,49.0,0.0,18050.0,18050.62,53.3,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,962600.0,0.3333
MPLADS-004191,3,1460000.0,486666.67,486700.0,486600.0,486700.0,57.74,2022-04-16,2022-07-04,79,39.5,39.5,0.71,12166.67,12167.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,486600.0,0.3333
MPLADS-004192,3,3087000.0,1029000.0,1029000.0,1029000.0,1029000.0,0.0,2023-03-15,2023-08-02,140,70.0,70.0,0.0,17150.0,17150.0,60.0,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,1029000.0,0.3333
MPLADS-004193,3,1216000.0,405333.33,405300.0,405300.0,405400.0,57.74,2023-03-28,2023-07-03,97,48.5,48.5,0.71,10133.33,10135.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,405400.0,0.3334
MPLADS-004194,3,12285000.0,4095000.0,4095000.0,4095000.0,4095000.0,0.0,2023-12-21,2024-10-02,286,143.0,143.0,0.0,30712.5,30712.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4095000.0,0.3333
MPLADS-004195,3,3676000.0,1225333.33,1225300.0,1225300.0,1225400.0,57.74,2022-10-29,2023-04-10,163,81.5,81.5,0.71,17504.76,17505.71,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1225400.0,0.3334
MPLADS-004196,3,2689000.0,896333.33,896300.0,896300.0,896400.0,57.74,2024-01-16,2024-05-27,132,66.0,66.0,0.0,12804.76,12805.71,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,896400.0,0.3334
MPLADS-004197,2,776000.0,388000.0,388000.0,388000.0,388000.0,0.0,2023-01-24,2023-07-23,180,180.0,180.0,0.0,8622.22,8622.22,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,388000.0,0.5
MPLADS-004198,3,2536000.0,845333.33,845300.0,845300.0,845400.0,57.74,2023-12-17,2024-04-25,130,65.0,65.0,0.0,14088.89,14090.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,845400.0,0.3334
MPLADS-004199,2,667000.0,333500.0,333500.0,333500.0,333500.0,0.0,2023-07-27,2023-09-09,44,44.0,44.0,0.0,7411.11,7411.11,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,333500.0,0.5
MPLADS-004200,2,635000.0,317500.0,317500.0,317500.0,317500.0,0.0,2022-06-08,2022-07-19,41,41.0,41.0,0.0,7055.56,7055.56,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,317500.0,0.5
MPLADS-004201,3,7979000.0,2659666.67,2659700.0,2659600.0,2659700.0,57.74,2023-01-25,2023-05-12,107,53.5,53.5,0.71,53193.33,53194.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2659600.0,0.3333
MPLADS-004202,2,458000.0,229000.0,229000.0,229000.0,229000.0,0.0,2023-06-20,2023-07-30,40,40.0,40.0,0.0,7633.33,7633.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,229000.0,0.5
MPLADS-004203,3,5741000.0,1913666.67,1913700.0,1913600.0,1913700.0,57.74,2023-09-02,2023-12-09,98,49.0,49.0,0.0,38273.33,38274.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1913600.0,0.3333
MPLADS-004204,3,2057000.0,685666.67,685700.0,685600.0,685700.0,57.74,2023-03-26,2023-08-01,128,64.0,64.0,0.0,11427.78,11428.33,60.0,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,685600.0,0.3333
MPLADS-004205,3,2014000.0,671333.33,671300.0,671300.0,671400.0,57.74,2023-11-02,2024-03-24,143,71.5,71.5,0.71,11188.89,11190.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,671400.0,0.3334
