project_id,fraud_probability,predicted_typology,feature_importance_contributions,scored_at
MPLADS-004040,0.1203,NORMAL,"{""geo__infrastructure_gap_index"": 0.3277, ""contractor_anomaly_percentile"": 0.2033, ""contractor_anomaly_score"": 0.1087}",2026-09-06T09:45:06.494738+00:00
MPLADS-004041,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0444, ""geospatial_anomaly_score"": 0.0323, ""financial__sanctioned_amount"": 0.0296}",2026-09-06T09:45:06.494738+00:00
MPLADS-004042,0.0308,NORMAL,"{""financial__sanctioned_amount"": 0.193, ""geospatial_anomaly_score"": 0.0791, ""payment_anomaly_score"": 0.0738}",2026-09-06T09:45:06.494738+00:00
MPLADS-004043,0.021,NORMAL,"{""financial__sanctioned_amount"": 0.1684, ""contractor_anomaly_score"": 0.1172, ""geospatial_anomaly_score"": 0.1007}",2026-09-06T09:45:06.494738+00:00
MPLADS-004044,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 4.7832, ""progress_anomaly_percentile"": 0.8261, ""financial_anomaly_score"": 0.1728}",2026-09-06T09:45:06.494738+00:00
MPLADS-004045,0.0182,NORMAL,"{""financial_anomaly_score"": 0.4385, ""geospatial_anomaly_score"": 0.1726, ""financial_anomaly_percentile"": 0.115}",2026-09-06T09:45:06.494738+00:00
MPLADS-004046,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.089, ""project__planned_duration_days"": 0.0405, ""std_anomaly_score"": 0.0155}",2026-09-06T09:45:06.494738+00:00
MPLADS-004047,0.0314,NORMAL,"{""geo__population_density"": 0.0652, ""project__planned_duration_days"": 0.0501, ""geospatial_anomaly_score"": 0.047}",2026-09-06T09:45:06.494738+00:00
MPLADS-004048,0.0225,NORMAL,"{""progress_anomaly_score"": 0.3399, ""financial__sanctioned_amount"": 0.1056, ""geospatial_anomaly_score"": 0.0566}",2026-09-06T09:45:06.494738+00:00
MPLADS-004049,0.0225,NORMAL,"{""financial_anomaly_score"": 0.0919, ""payment_anomaly_percentile"": 0.0765, ""financial__sanctioned_amount"": 0.0532}",2026-09-06T09:45:06.494738+00:00
MPLADS-004050,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.3765, ""progress_anomaly_percentile"": 0.937, ""payment_anomaly_score"": 0.1786}",2026-09-06T09:45:06.494738+00:00
MPLADS-004051,0.0225,NORMAL,"{""financial_anomaly_score"": 0.1707, ""payment_anomaly_score"": 0.1086, ""payment_anomaly_percentile"": 0.051}",2026-09-06T09:45:06.494738+00:00
MPLADS-004052,0.0314,NORMAL,"{""geo__population_density"": 0.1904, ""project__planned_duration_days"": 0.0616, ""geospatial_anomaly_score"": 0.0525}",2026-09-06T09:45:06.494738+00:00
MPLADS-004053,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.3994, ""progress_anomaly_percentile"": 0.9601, ""payment_anomaly_score"": 0.1392}",2026-09-06T09:45:06.494738+00:00
MPLADS-004054,0.0231,NORMAL,"{""procurement_anomaly_percentile"": 0.2464, ""financial__sanctioned_amount"": 0.2317, ""financial_anomaly_score"": 0.0982}",2026-09-06T09:45:06.494738+00:00
MPLADS-004055,0.451,NORMAL,"{""procurement_anomaly_score"": 1.9541, ""procurement_anomaly_percentile"": 0.8938, ""geospatial_anomaly_score"": 0.1256}",2026-09-06T09:45:06.494738+00:00
MPLADS-004056,0.0442,NORMAL,"{""progress_anomaly_score"": 0.3801, ""financial__sanctioned_amount"": 0.1807, ""payment_anomaly_percentile"": 0.0345}",2026-09-06T09:45:06.494738+00:00
MPLADS-004057,0.0088,NORMAL,"{""financial_anomaly_score"": 0.0477, ""financial_anomaly_percentile"": 0.0407, ""payment_anomaly_score"": 0.0248}",2026-09-06T09:45:06.494738+00:00
MPLADS-004058,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2366, ""geo__infrastructure_gap_index"": 0.1609, ""geospatial_anomaly_score"": 0.1048}",2026-09-06T09:45:06.494738+00:00
MPLADS-004059,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2495, ""progress_anomaly_percentile"": 0.9172, ""payment_anomaly_score"": 0.1174}",2026-09-06T09:45:06.494738+00:00
MPLADS-004060,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.295, ""progress_anomaly_percentile"": 0.9515, ""payment_anomaly_score"": 0.1146}",2026-09-06T09:45:06.494738+00:00
MPLADS-004061,0.0531,NORMAL,"{""geo__population_density"": 0.2942, ""financial__sanctioned_amount"": 0.0604, ""project__planned_duration_days"": 0.0499}",2026-09-06T09:45:06.494738+00:00
MPLADS-004062,0.0182,NORMAL,"{""procurement_anomaly_percentile"": 0.1151, ""financial_anomaly_score"": 0.0589, ""std_anomaly_score"": 0.0557}",2026-09-06T09:45:06.494738+00:00
MPLADS-004063,0.1851,NORMAL,"{""procurement_anomaly_score"": 0.7804, ""procurement_anomaly_percentile"": 0.3254, ""payment_anomaly_score"": 0.1446}",2026-09-06T09:45:06.494738+00:00
MPLADS-004064,0.0182,NORMAL,"{""financial_anomaly_percentile"": 0.0551, ""geo__infrastructure_gap_index"": 0.0418, ""procurement_anomaly_percentile"": 0.0309}",2026-09-06T09:45:06.494738+00:00
MPLADS-004065,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1704, ""financial__sanctioned_amount"": 0.1197, ""mean_anomaly_score"": 0.0966}",2026-09-06T09:45:06.494738+00:00
MPLADS-004066,0.0161,NORMAL,"{""geo__population_density"": 0.0832, ""project__planned_duration_days"": 0.0585, ""contractor_anomaly_percentile"": 0.0076}",2026-09-06T09:45:06.494738+00:00
MPLADS-004067,0.011,NORMAL,"{""geo__infrastructure_gap_index"": 0.0579, ""financial_anomaly_percentile"": 0.0416, ""payment_anomaly_percentile"": 0.0259}",2026-09-06T09:45:06.494738+00:00
MPLADS-004068,0.0664,NORMAL,"{""financial__sanctioned_amount"": 0.1964, ""procurement_anomaly_percentile"": 0.1198, ""geo__infrastructure_gap_index"": 0.0978}",2026-09-06T09:45:06.494738+00:00
MPLADS-004069,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2061, ""procurement_anomaly_percentile"": 0.0405, ""payment_anomaly_percentile"": 0.0389}",2026-09-06T09:45:06.494738+00:00
MPLADS-004070,0.0265,NORMAL,"{""financial__sanctioned_amount"": 0.1121, ""project__planned_duration_days"": 0.035, ""graph_anomaly_percentile"": 0.0086}",2026-09-06T09:45:06.494738+00:00
MPLADS-004071,0.0314,NORMAL,"{""financial_anomaly_score"": 0.3293, ""geo__population_density"": 0.2783, ""geospatial_anomaly_score"": 0.1273}",2026-09-06T09:45:06.494738+00:00
MPLADS-004072,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.0684, ""std_anomaly_score"": 0.0042, ""payment_anomaly_percentile"": 0.0025}",2026-09-06T09:45:06.494738+00:00
MPLADS-004073,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.6093, ""progress_anomaly_percentile"": 0.8486, ""procurement_anomaly_score"": 0.2287}",2026-09-06T09:45:06.494738+00:00
MPLADS-004074,0.0287,NORMAL,"{""geospatial_anomaly_score"": 0.1252, ""project__planned_duration_days"": 0.0533, ""geo__population_density"": 0.0427}",2026-09-06T09:45:06.494738+00:00
MPLADS-004075,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.1835, ""progress_anomaly_percentile"": 0.8863, ""financial_anomaly_score"": 0.2132}",2026-09-06T09:45:06.494738+00:00
MPLADS-004076,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0859, ""financial_anomaly_score"": 0.0431, ""financial__sanctioned_amount"": 0.0418}",2026-09-06T09:45:06.494738+00:00
MPLADS-004077,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1597, ""payment_anomaly_score"": 0.0793, ""payment_anomaly_percentile"": 0.0546}",2026-09-06T09:45:06.494738+00:00
MPLADS-004078,0.0345,NORMAL,"{""geo__population_density"": 0.212, ""financial__sanctioned_amount"": 0.1372, ""geo__infrastructure_gap_index"": 0.0985}",2026-09-06T09:45:06.494738+00:00
MPLADS-004079,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1462, ""geospatial_anomaly_score"": 0.1277, ""geo__infrastructure_gap_index"": 0.1062}",2026-09-06T09:45:06.494738+00:00
MPLADS-004080,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1312, ""geospatial_anomaly_score"": 0.1062, ""financial_anomaly_score"": 0.0637}",2026-09-06T09:45:06.494738+00:00
MPLADS-004081,0.0231,NORMAL,"{""payment_anomaly_score"": 0.1184, ""mean_anomaly_score"": 0.068, ""project__planned_duration_days"": 0.0555}",2026-09-06T09:45:06.494738+00:00
MPLADS-004082,0.0231,NORMAL,"{""financial_anomaly_score"": 0.1718, ""financial__sanctioned_amount"": 0.0656, ""payment_anomaly_percentile"": 0.0401}",2026-09-06T09:45:06.494738+00:00
MPLADS-004083,0.0308,NORMAL,"{""financial__sanctioned_amount"": 0.0889, ""financial_anomaly_percentile"": 0.0698, ""geo__infrastructure_gap_index"": 0.0541}",2026-09-06T09:45:06.494738+00:00
MPLADS-004084,0.2256,NORMAL,"{""procurement_anomaly_score"": 1.1995, ""procurement_anomaly_percentile"": 0.3179, ""contractor_anomaly_percentile"": 0.0871}",2026-09-06T09:45:06.494738+00:00
MPLADS-004085,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0745, ""financial_anomaly_percentile"": 0.0553, ""payment_anomaly_percentile"": 0.0431}",2026-09-06T09:45:06.494738+00:00
MPLADS-004086,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.078, ""geo__population_density"": 0.0766, ""geospatial_anomaly_score"": 0.0629}",2026-09-06T09:45:06.494738+00:00
MPLADS-004087,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1464, ""project__planned_duration_days"": 0.0085, ""geo__population_density"": 0.0064}",2026-09-06T09:45:06.494738+00:00
MPLADS-004088,0.0225,NORMAL,"{""payment_anomaly_score"": 0.1473, ""geo__population_density"": 0.0765, ""geo__infrastructure_gap_index"": 0.062}",2026-09-06T09:45:06.494738+00:00
MPLADS-004089,1.0,GHOST_WORK,"{""progress_anomaly_score"": 5.318, ""progress_anomaly_percentile"": 0.9148, ""payment_anomaly_score"": 0.1828}",2026-09-06T09:45:06.494738+00:00
MPLADS-004090,0.0231,NORMAL,"{""geo__population_density"": 0.1187, ""project__planned_duration_days"": 0.0625, ""geospatial_anomaly_score"": 0.0447}",2026-09-06T09:45:06.494738+00:00
MPLADS-004091,0.0789,NORMAL,"{""financial__sanctioned_amount"": 0.2664, ""geo__infrastructure_gap_index"": 0.2242, ""financial_anomaly_score"": 0.0822}",2026-09-06T09:45:06.494738+00:00
MPLADS-004092,0.0088,NORMAL,"{""financial_anomaly_score"": 0.049, ""project__planned_duration_days"": 0.0441, ""financial_anomaly_percentile"": 0.037}",2026-09-06T09:45:06.494738+00:00
MPLADS-004093,0.0592,NORMAL,"{""geo__infrastructure_gap_index"": 0.1919, ""std_anomaly_score"": 0.0832, ""financial_anomaly_score"": 0.0801}",2026-09-06T09:45:06.494738+00:00
MPLADS-004094,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1351, ""financial_anomaly_percentile"": 0.0267, ""graph_anomaly_percentile"": 0.0121}",2026-09-06T09:45:06.494738+00:00
MPLADS-004095,0.0592,NORMAL,"{""financial__sanctioned_amount"": 0.2671, ""geo__population_density"": 0.1833, ""graph_anomaly_score"": 0.0813}",2026-09-06T09:45:06.494738+00:00
MPLADS-004096,0.0139,NORMAL,"{""std_anomaly_score"": 0.0763, ""max_anomaly_score"": 0.0762, ""financial_anomaly_percentile"": 0.075}",2026-09-06T09:45:06.494738+00:00
MPLADS-004097,0.0265,NORMAL,"{""geo__population_density"": 0.1899, ""geo__infrastructure_gap_index"": 0.0584, ""std_anomaly_score"": 0.0511}",2026-09-06T09:45:06.494738+00:00
MPLADS-004098,0.3662,NORMAL,"{""procurement_anomaly_score"": 1.3612, ""procurement_anomaly_percentile"": 0.7473, ""max_anomaly_score"": 0.1288}",2026-09-06T09:45:06.494738+00:00
MPLADS-004099,0.0308,NORMAL,"{""geo__infrastructure_gap_index"": 0.3068, ""geospatial_anomaly_score"": 0.0812, ""project__planned_duration_days"": 0.0665}",2026-09-06T09:45:06.494738+00:00
MPLADS-004100,0.0182,NORMAL,"{""mean_anomaly_score"": 0.093, ""project__planned_duration_days"": 0.0525, ""contractor_anomaly_score"": 0.0121}",2026-09-06T09:45:06.494738+00:00
MPLADS-004101,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.0859, ""project__planned_duration_days"": 0.0599, ""payment_anomaly_percentile"": 0.0106}",2026-09-06T09:45:06.494738+00:00
MPLADS-004102,0.0161,NORMAL,"{""project__planned_duration_days"": 0.0574, ""contractor_anomaly_score"": 0.0186, ""graph_anomaly_percentile"": 0.0147}",2026-09-06T09:45:06.494738+00:00
MPLADS-004103,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0565, ""project__planned_duration_days"": 0.0509, ""financial_anomaly_score"": 0.0314}",2026-09-06T09:45:06.494738+00:00
MPLADS-004104,0.011,NORMAL,"{""financial_anomaly_score"": 0.1432, ""geo__infrastructure_gap_index"": 0.1368, ""project__planned_duration_days"": 0.0493}",2026-09-06T09:45:06.494738+00:00
MPLADS-004105,0.0182,NORMAL,"{""payment_anomaly_percentile"": 0.0999, ""geospatial_anomaly_score"": 0.0985, ""payment_anomaly_score"": 0.0559}",2026-09-06T09:45:06.494738+00:00
MPLADS-004106,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 5.1161, ""progress_anomaly_percentile"": 0.8187, ""financial_anomaly_score"": 0.1565}",2026-09-06T09:45:06.494738+00:00
MPLADS-004107,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1027, ""graph_anomaly_score"": 0.063, ""payment_anomaly_percentile"": 0.0213}",2026-09-06T09:45:06.494738+00:00
MPLADS-004108,0.0182,NORMAL,"{""graph_anomaly_score"": 0.1146, ""payment_anomaly_score"": 0.1002, ""financial_anomaly_score"": 0.0911}",2026-09-06T09:45:06.494738+00:00
MPLADS-004109,0.0314,NORMAL,"{""geo__population_density"": 0.1427, ""geospatial_anomaly_score"": 0.1255, ""project__planned_duration_days"": 0.0664}",2026-09-06T09:45:06.494738+00:00
MPLADS-004110,0.0265,NORMAL,"{""geospatial_anomaly_percentile"": 0.1399, ""geospatial_anomaly_score"": 0.1307, ""financial__sanctioned_amount"": 0.058}",2026-09-06T09:45:06.494738+00:00
MPLADS-004111,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.195, ""project__planned_duration_days"": 0.0634, ""geospatial_anomaly_percentile"": 0.0445}",2026-09-06T09:45:06.494738+00:00
MPLADS-004112,0.011,NORMAL,"{""project__planned_duration_days"": 0.0491, ""payment_anomaly_percentile"": 0.0259, ""graph_anomaly_percentile"": 0.0033}",2026-09-06T09:45:06.494738+00:00
MPLADS-004113,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1836, ""geo__population_density"": 0.1389, ""geospatial_anomaly_score"": 0.1382}",2026-09-06T09:45:06.494738+00:00
MPLADS-004114,0.4029,NORMAL,"{""procurement_anomaly_score"": 1.4793, ""procurement_anomaly_percentile"": 0.4979, ""geospatial_anomaly_score"": 0.1298}",2026-09-06T09:45:06.494738+00:00
MPLADS-004115,0.0231,NORMAL,"{""geo__population_density"": 0.1964, ""geospatial_anomaly_score"": 0.092, ""project__planned_duration_days"": 0.0582}",2026-09-06T09:45:06.494738+00:00
MPLADS-004116,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0408, ""financial_anomaly_percentile"": 0.0406, ""financial_anomaly_score"": 0.0334}",2026-09-06T09:45:06.494738+00:00
MPLADS-004117,0.0231,NORMAL,"{""procurement_anomaly_percentile"": 0.264, ""payment_anomaly_score"": 0.1471, ""financial_anomaly_percentile"": 0.0515}",2026-09-06T09:45:06.494738+00:00
MPLADS-004118,0.2672,NORMAL,"{""procurement_anomaly_score"": 1.2017, ""procurement_anomaly_percentile"": 0.2993, ""geo__infrastructure_gap_index"": 0.085}",2026-09-06T09:45:06.494738+00:00
MPLADS-004119,0.0153,NORMAL,"{""financial_anomaly_score"": 0.1732, ""financial_anomaly_percentile"": 0.0658, ""payment_anomaly_score"": 0.0637}",2026-09-06T09:45:06.494738+00:00
MPLADS-004120,0.0088,NORMAL,"{""procurement_anomaly_percentile"": 0.2017, ""financial_anomaly_score"": 0.0906, ""financial_anomaly_percentile"": 0.0361}",2026-09-06T09:45:06.494738+00:00
MPLADS-004121,0.0262,NORMAL,"{""payment_anomaly_score"": 0.5483, ""geospatial_anomaly_score"": 0.093, ""project__planned_duration_days"": 0.0541}",2026-09-06T09:45:06.494738+00:00
MPLADS-004122,0.0182,NORMAL,"{""geo__population_density"": 0.1203, ""geospatial_anomaly_score"": 0.0795, ""project__planned_duration_days"": 0.0403}",2026-09-06T09:45:06.494738+00:00
MPLADS-004123,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1861, ""geo__infrastructure_gap_index"": 0.1135, ""financial_anomaly_percentile"": 0.0826}",2026-09-06T09:45:06.494738+00:00
MPLADS-004124,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0801, ""geospatial_anomaly_score"": 0.0465, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-004125,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.2404, ""progress_anomaly_percentile"": 0.915, ""geo__infrastructure_gap_index"": 0.1533}",2026-09-06T09:45:06.494738+00:00
MPLADS-004126,0.0182,NORMAL,"{""graph_anomaly_score"": 0.0583, ""geospatial_anomaly_score"": 0.0574, ""std_anomaly_score"": 0.052}",2026-09-06T09:45:06.494738+00:00
MPLADS-004127,0.0225,NORMAL,"{""procurement_anomaly_score"": 0.4487, ""financial__sanctioned_amount"": 0.2156, ""procurement_anomaly_percentile"": 0.1418}",2026-09-06T09:45:06.494738+00:00
MPLADS-004128,0.0231,NORMAL,"{""geo__population_density"": 0.1816, ""geo__infrastructure_gap_index"": 0.0838, ""graph_anomaly_score"": 0.0728}",2026-09-06T09:45:06.494738+00:00
MPLADS-004129,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1873, ""procurement_anomaly_percentile"": 0.0749, ""financial_anomaly_percentile"": 0.063}",2026-09-06T09:45:06.494738+00:00
MPLADS-004130,0.0231,NORMAL,"{""payment_anomaly_score"": 0.1771, ""mean_anomaly_score"": 0.0925, ""payment_anomaly_percentile"": 0.0462}",2026-09-06T09:45:06.494738+00:00
MPLADS-004131,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2236, ""payment_anomaly_score"": 0.1529, ""geo__infrastructure_gap_index"": 0.0783}",2026-09-06T09:45:06.494738+00:00
MPLADS-004132,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.102, ""mean_anomaly_score"": 0.0402, ""geospatial_anomaly_percentile"": 0.0374}",2026-09-06T09:45:06.494738+00:00
MPLADS-004133,0.5162,PROCUREMENT_SINGLE_BID,"{""procurement_anomaly_score"": 1.9464, ""procurement_anomaly_percentile"": 0.8174, ""max_anomaly_score"": 0.1648}",2026-09-06T09:45:06.494738+00:00
MPLADS-004134,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 2.6092, ""financial_anomaly_score"": 0.5886, ""procurement_anomaly_percentile"": 0.2594}",2026-09-06T09:45:06.494738+00:00
MPLADS-004135,0.5089,PROCUREMENT_SINGLE_BID,"{""procurement_anomaly_score"": 1.6667, ""procurement_anomaly_percentile"": 0.6033, ""geo__population_density"": 0.4661}",2026-09-06T09:45:06.494738+00:00
MPLADS-004136,0.0182,NORMAL,"{""geo__population_density"": 0.1504, ""geospatial_anomaly_score"": 0.0618, ""financial_anomaly_score"": 0.0595}",2026-09-06T09:45:06.494738+00:00
MPLADS-004137,1.0,GHOST_WORK,"{""progress_anomaly_score"": 5.3531, ""progress_anomaly_percentile"": 0.9606, ""payment_anomaly_score"": 0.1146}",2026-09-06T09:45:06.494738+00:00
MPLADS-004138,0.2003,NORMAL,"{""procurement_anomaly_score"": 0.5432, ""progress_anomaly_score"": 0.3877, ""financial_anomaly_score"": 0.3203}",2026-09-06T09:45:06.494738+00:00
MPLADS-004139,0.0182,NORMAL,"{""geo__population_density"": 0.1595, ""financial_anomaly_score"": 0.0823, ""contractor_anomaly_score"": 0.0595}",2026-09-06T09:45:06.494738+00:00
MPLADS-004140,0.0225,NORMAL,"{""geo__population_density"": 0.1385, ""financial_anomaly_percentile"": 0.0652, ""procurement_anomaly_percentile"": 0.0531}",2026-09-06T09:45:06.494738+00:00
MPLADS-004141,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.112, ""financial__sanctioned_amount"": 0.0463, ""geospatial_anomaly_percentile"": 0.0302}",2026-09-06T09:45:06.494738+00:00
MPLADS-004142,0.2256,NORMAL,"{""procurement_anomaly_score"": 1.2813, ""procurement_anomaly_percentile"": 0.3549, ""geo__population_density"": 0.1642}",2026-09-06T09:45:06.494738+00:00
MPLADS-004143,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.0448, ""contractor_anomaly_score"": 0.017, ""graph_anomaly_percentile"": 0.0158}",2026-09-06T09:45:06.494738+00:00
MPLADS-004144,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.232, ""geospatial_anomaly_score"": 0.0676, ""project__planned_duration_days"": 0.0405}",2026-09-06T09:45:06.494738+00:00
MPLADS-004145,0.0182,NORMAL,"{""geo__population_density"": 0.1081, ""geo__infrastructure_gap_index"": 0.0645, ""financial_anomaly_percentile"": 0.0553}",2026-09-06T09:45:06.494738+00:00
MPLADS-004146,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2584, ""procurement_anomaly_percentile"": 0.1263, ""geo__infrastructure_gap_index"": 0.1134}",2026-09-06T09:45:06.494738+00:00
MPLADS-004147,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 4.921, ""progress_anomaly_percentile"": 0.8572, ""payment_anomaly_score"": 0.0927}",2026-09-06T09:45:06.494738+00:00
MPLADS-004148,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.0943, ""geo__population_density"": 0.0677, ""project__planned_duration_days"": 0.0356}",2026-09-06T09:45:06.494738+00:00
MPLADS-004149,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1522, ""graph_anomaly_score"": 0.0144, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-004150,0.011,NORMAL,"{""payment_anomaly_score"": 0.0752, ""geo__infrastructure_gap_index"": 0.0682, ""financial_anomaly_percentile"": 0.0587}",2026-09-06T09:45:06.494738+00:00
MPLADS-004151,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.3197, ""progress_anomaly_percentile"": 0.9187, ""payment_anomaly_score"": 0.0754}",2026-09-06T09:45:06.494738+00:00
MPLADS-004152,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1265, ""geo__population_density"": 0.1087, ""geospatial_anomaly_score"": 0.0736}",2026-09-06T09:45:06.494738+00:00
MPLADS-004153,0.0161,NORMAL,"{""financial__sanctioned_amount"": 0.1314, ""geospatial_anomaly_score"": 0.0755, ""payment_anomaly_score"": 0.0486}",2026-09-06T09:45:06.494738+00:00
MPLADS-004154,1.0,GHOST_WORK,"{""progress_anomaly_score"": 5.082, ""progress_anomaly_percentile"": 0.9011, ""financial_anomaly_score"": 0.1451}",2026-09-06T09:45:06.494738+00:00
MPLADS-004155,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1982, ""financial__sanctioned_amount"": 0.1511, ""geo__population_density"": 0.1259}",2026-09-06T09:45:06.494738+00:00
MPLADS-004156,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1366, ""geo__infrastructure_gap_index"": 0.0856, ""geospatial_anomaly_percentile"": 0.0799}",2026-09-06T09:45:06.494738+00:00
MPLADS-004157,0.0182,NORMAL,"{""project__planned_duration_days"": 0.042, ""num_flagged_models"": 0.0014, ""project_size_code"": 0.0}",2026-09-06T09:45:06.494738+00:00
MPLADS-004158,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1946, ""geospatial_anomaly_score"": 0.0999, ""geospatial_anomaly_percentile"": 0.0454}",2026-09-06T09:45:06.494738+00:00
MPLADS-004159,0.1456,NORMAL,"{""geo__population_density"": 0.5042, ""geospatial_anomaly_score"": 0.2392, ""geo__infrastructure_gap_index"": 0.1321}",2026-09-06T09:45:06.494738+00:00
MPLADS-004160,0.1698,NORMAL,"{""geospatial_anomaly_percentile"": 0.3385, ""geospatial_anomaly_score"": 0.2512, ""geo__infrastructure_gap_index"": 0.1829}",2026-09-06T09:45:06.494738+00:00
MPLADS-004161,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2837, ""geo__infrastructure_gap_index"": 0.0869, ""geospatial_anomaly_score"": 0.0492}",2026-09-06T09:45:06.494738+00:00
MPLADS-004162,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2391, ""geo__infrastructure_gap_index"": 0.0877, ""mean_anomaly_score"": 0.0679}",2026-09-06T09:45:06.494738+00:00
MPLADS-004163,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.4904, ""progress_anomaly_percentile"": 0.8401, ""procurement_anomaly_score"": 0.3053}",2026-09-06T09:45:06.494738+00:00
MPLADS-004164,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0655, ""financial__sanctioned_amount"": 0.041, ""geospatial_anomaly_score"": 0.0409}",2026-09-06T09:45:06.494738+00:00
MPLADS-004165,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0627, ""geo__infrastructure_gap_index"": 0.0517, ""project__planned_duration_days"": 0.0385}",2026-09-06T09:45:06.494738+00:00
MPLADS-004166,0.2246,NORMAL,"{""procurement_anomaly_score"": 1.5399, ""procurement_anomaly_percentile"": 0.5194, ""geo__population_density"": 0.172}",2026-09-06T09:45:06.494738+00:00
MPLADS-004167,0.0231,NORMAL,"{""geo__population_density"": 0.1641, ""geospatial_anomaly_score"": 0.0608, ""project__planned_duration_days"": 0.0469}",2026-09-06T09:45:06.494738+00:00
MPLADS-004168,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.154, ""geospatial_anomaly_score"": 0.1095, ""financial_anomaly_percentile"": 0.0863}",2026-09-06T09:45:06.494738+00:00
MPLADS-004169,0.2913,NORMAL,"{""procurement_anomaly_score"": 1.5017, ""procurement_anomaly_percentile"": 0.5345, ""geospatial_anomaly_score"": 0.0515}",2026-09-06T09:45:06.494738+00:00
MPLADS-004170,0.0182,NORMAL,"{""financial_anomaly_score"": 0.1214, ""financial_anomaly_percentile"": 0.0731, ""payment_anomaly_percentile"": 0.0491}",2026-09-06T09:45:06.494738+00:00
MPLADS-004171,0.0088,NORMAL,"{""project__planned_duration_days"": 0.0192, ""num_flagged_models"": 0.0014, ""project_size_code"": 0.0}",2026-09-06T09:45:06.494738+00:00
MPLADS-004172,0.0308,NORMAL,"{""geo__infrastructure_gap_index"": 0.1669, ""geospatial_anomaly_score"": 0.1537, ""geo__population_density"": 0.1307}",2026-09-06T09:45:06.494738+00:00
MPLADS-004173,0.0231,NORMAL,"{""procurement_anomaly_percentile"": 0.0848, ""project__planned_duration_days"": 0.0417, ""geospatial_anomaly_score"": 0.0378}",2026-09-06T09:45:06.494738+00:00
MPLADS-004174,0.011,NORMAL,"{""financial__sanctioned_amount"": 0.3036, ""std_anomaly_score"": 0.0756, ""payment_anomaly_percentile"": 0.0222}",2026-09-06T09:45:06.494738+00:00
