project_id,progress_anomaly_score,progress_anomaly_percentile,is_progress_anomaly,financial_minus_physical_progress,latest_physical_progress,latest_financial_progress,duration_overrun_days,ghost_work_index,execution_stall_score,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-004147,70.95,91.3,0,68.6,26.3,94.9,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004148,24.34,45.92,0,-2.9,99.4,96.5,14.0,0.0,0.003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004149,22.7,42.74,0,0.7,92.3,93.0,24.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004150,28.36,53.22,0,2.6,87.9,90.5,18.0,0.0,0.0008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004151,66.5,88.26,0,60.3,30.3,90.6,16.0,0.0,0.0144,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004152,18.61,34.76,0,-7.4,96.3,88.9,18.0,0.0,0.0015,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004153,32.51,60.2,0,13.1,79.7,92.8,3.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004154,96.06,99.42,1,100.0,0.0,100.0,6.0,1.0,0.0164,75.0,GHOST_WORK_EXECUTION_DIVERGENCE,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION
MPLADS-004155,27.15,51.08,0,7.6,80.3,87.9,29.0,0.0,0.0054,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004156,10.89,19.02,0,13.5,81.5,95.0,29.0,0.0,0.0092,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004157,5.69,8.6,0,-1.6,91.9,90.3,4.0,0.0,0.0013,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004158,29.42,55.0,0,20.5,73.8,94.3,3.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004159,18.7,34.92,0,22.4,75.2,97.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004160,4.51,6.36,0,9.4,87.5,96.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004161,41.71,74.42,0,-1.6,97.5,95.9,6.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004162,34.7,63.76,0,-5.0,90.1,85.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004163,57.93,85.28,0,51.9,80.8,132.7,18.0,0.0,0.0084,75.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004164,8.13,13.36,0,1.4,87.6,89.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004165,26.58,50.06,0,2.9,83.4,86.3,27.0,0.0,0.0099,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004166,6.03,9.26,0,2.4,89.3,91.7,19.0,0.0,0.0055,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004167,18.25,34.0,0,-1.8,87.4,85.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004168,46.7,80.2,0,23.6,71.6,95.2,9.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004169,5.58,8.4,0,6.0,79.0,85.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004170,34.26,63.02,0,3.6,86.5,90.1,24.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004171,6.48,10.14,0,7.9,79.4,87.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004172,1.94,1.82,0,18.0,77.8,95.8,10.0,0.0,0.0028,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004173,10.5,18.24,0,-2.7,88.0,85.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004174,42.29,75.16,0,12.1,81.0,93.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004175,85.89,98.42,1,22.4,72.5,94.9,630.0,0.0,1.1211,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-004176,62.85,86.96,0,71.2,79.1,150.3,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-004177,30.07,56.06,0,7.0,85.9,92.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004178,28.49,53.46,0,20.9,76.9,97.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004179,0.69,0.32,0,10.1,81.4,91.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004180,22.44,42.22,0,-6.8,96.8,90.0,2.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004181,23.51,44.3,0,-6.9,97.5,90.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004182,5.59,8.42,0,13.7,78.6,92.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004183,85.65,98.36,1,25.1,72.8,97.9,630.0,0.0,1.1189,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-004184,74.19,93.36,0,76.8,17.1,93.9,16.0,0.0,0.027,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-004185,8.08,13.26,0,-5.5,92.3,86.8,16.0,0.0,0.0032,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004186,69.3,89.98,0,63.6,26.5,90.1,4.0,0.0,0.0014,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004187,44.49,77.98,0,-1.8,98.5,96.7,3.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004188,7.24,11.64,0,8.6,87.2,95.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004189,20.95,39.34,0,18.7,71.2,89.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004190,68.09,89.02,0,63.2,31.9,95.1,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004191,33.71,62.12,0,-12.9,98.9,86.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004192,25.36,47.82,0,-4.5,97.3,92.8,29.0,0.0,0.0077,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004193,17.75,33.04,0,0.1,92.2,92.3,25.0,0.0,0.0028,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004194,40.67,72.96,0,4.1,91.5,95.6,28.0,0.0,0.0263,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004195,33.82,62.3,0,-0.8,90.9,90.1,34.0,0.0,0.0145,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004196,15.94,29.4,0,12.4,76.3,88.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004197,79.72,95.72,1,26.5,58.6,85.1,270.0,0.0,0.3278,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-004198,1.85,1.66,0,5.4,85.3,90.7,15.0,0.0,0.0046,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004199,10.55,18.34,0,10.8,78.0,88.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004200,23.1,43.48,0,7.1,84.3,91.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004201,8.92,14.96,0,3.9,88.7,92.6,10.0,0.0,0.0017,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004202,33.68,62.08,0,9.3,76.8,86.1,19.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004203,2.11,2.08,0,5.3,83.2,88.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004204,12.97,23.26,0,-1.3,91.0,89.7,12.0,0.0,0.0031,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004205,29.18,54.6,0,1.8,83.7,85.5,34.0,0.0,0.0132,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004206,70.42,90.98,0,71.5,26.7,98.2,15.0,0.0,0.0183,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004207,8.69,14.5,0,-2.9,94.2,91.3,9.0,0.0,0.0013,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004208,31.03,57.7,0,16.1,70.3,86.4,33.0,0.0,0.0091,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004209,1.97,1.86,0,11.3,83.8,95.1,17.0,0.0,0.0056,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004210,43.59,76.86,0,-5.4,97.0,91.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004211,7.1,11.38,0,-1.5,90.6,89.1,8.0,0.0,0.0015,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004212,10.1,17.4,0,2.9,90.3,93.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004213,46.99,80.4,0,14.2,77.6,91.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004214,26.99,50.78,0,-3.4,96.1,92.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004215,21.66,40.76,0,-3.5,88.8,85.3,14.0,0.0,0.0053,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004216,11.48,20.24,0,17.8,77.2,95.0,28.0,0.0,0.0088,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004217,9.92,17.04,0,16.1,80.2,96.3,5.0,0.0,0.0006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004218,9.46,16.06,0,3.2,82.4,85.6,23.0,0.0,0.0058,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004219,10.93,19.1,0,13.8,78.8,92.6,17.0,0.0,0.0063,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004220,26.35,49.66,0,23.9,71.8,95.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004221,7.46,12.08,0,18.9,74.1,93.0,2.0,0.0,0.0007,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004222,32.26,59.78,0,19.0,75.9,94.9,33.0,0.0,0.0041,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004223,22.33,42.02,0,16.0,72.1,88.1,20.0,0.0,0.009,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004224,22.35,42.04,0,12.7,72.8,85.5,16.0,0.0,0.0068,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004225,7.43,12.02,0,12.4,78.5,90.9,5.0,0.0,0.0013,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004226,67.93,88.94,0,62.0,31.1,93.1,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004227,48.13,81.38,0,-11.8,96.9,85.1,24.0,0.0,0.021,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004228,44.1,77.44,0,0.0,97.6,97.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004229,4.16,5.66,0,3.6,84.6,88.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004230,18.35,34.2,0,-7.9,97.6,89.7,2.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004231,27.53,51.74,0,-5.2,97.7,92.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004232,76.36,94.38,0,63.1,34.1,97.2,14.0,0.0,0.0254,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004233,15.56,28.62,0,-8.4,93.8,85.4,9.0,0.0,0.0029,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004234,3.46,4.4,0,1.7,91.5,93.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004235,76.92,94.5,0,80.5,17.6,98.1,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-004236,21.25,39.92,0,8.4,86.7,95.1,4.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004237,63.24,87.06,0,34.2,17.9,52.1,9.0,0.0,0.0067,50.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,NONE
MPLADS-004238,16.73,31.0,0,6.3,85.8,92.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004239,19.54,36.58,0,3.5,84.1,87.6,33.0,0.0,0.0058,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004240,32.78,60.62,0,-0.7,93.9,93.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004241,13.21,23.76,0,15.1,73.7,88.8,22.0,0.0,0.0097,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004242,19.95,37.42,0,-8.8,94.2,85.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004243,26.84,50.5,0,10.2,83.4,93.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004244,82.8,97.28,1,27.2,60.4,87.6,360.0,0.0,0.5258,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-004245,49.54,82.34,0,15.6,72.9,88.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004246,24.64,46.5,0,21.9,70.5,92.4,12.0,0.0,0.0037,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004247,27.68,51.98,0,16.6,70.8,87.4,1.0,0.0,0.0005,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004248,5.11,7.5,0,9.0,88.1,97.1,6.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004249,46.74,80.24,0,1.7,86.9,88.6,34.0,0.0,0.0342,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004250,29.15,54.54,0,3.8,87.4,91.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004251,38.88,70.38,0,17.2,79.8,97.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004252,69.52,90.16,0,63.1,23.4,86.5,24.0,0.0,0.0236,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004253,67.76,88.8,0,25.5,61.0,86.5,120.0,0.0,0.0604,0.0,ELEVATED_PROGRESS_VOLATILITY,NONE,NONE
MPLADS-004254,8.12,13.34,0,10.2,78.7,88.9,24.0,0.0,0.0043,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004255,22.31,41.96,0,-4.4,99.6,95.2,10.0,0.0,0.002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004256,12.56,22.4,0,-1.5,91.5,90.0,15.0,0.0,0.0039,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004257,11.46,20.22,0,3.5,91.7,95.2,12.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004258,38.1,69.22,0,-6.5,95.2,88.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004259,58.12,85.36,0,53.2,89.8,143.0,28.0,0.0,0.0037,75.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004260,20.2,37.9,0,15.8,76.0,91.8,33.0,0.0,0.0075,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004261,11.76,20.82,0,7.7,81.5,89.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004262,0.48,0.18,0,11.1,77.8,88.9,7.0,0.0,0.0016,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004263,6.26,9.68,0,5.7,80.4,86.1,4.0,0.0,0.0008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004264,41.19,73.74,0,24.4,73.4,97.8,29.0,0.0,0.0171,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004265,21.7,40.84,0,16.6,76.3,92.9,26.0,0.0,0.0027,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004266,32.48,60.14,0,-1.7,92.4,90.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004267,69.77,90.44,0,65.7,21.4,87.1,13.0,0.0,0.0082,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004268,47.49,80.9,0,-12.1,99.0,86.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004269,27.83,52.28,0,22.2,74.5,96.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004270,26.01,49.02,0,20.5,70.3,90.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004271,35.39,64.86,0,8.5,86.3,94.8,18.0,0.0,0.0176,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004272,10.21,17.62,0,10.2,85.1,95.3,18.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004273,68.87,89.64,0,58.7,27.3,86.0,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004274,15.84,29.18,0,18.5,79.0,97.5,6.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004275,57.88,85.24,0,18.4,23.9,42.3,7.0,0.0,0.0101,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004276,16.11,29.72,0,21.2,74.7,95.9,11.0,0.0,0.0017,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004277,85.03,98.12,1,25.3,71.6,96.9,480.0,0.0,0.7516,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-004278,8.37,13.86,0,3.2,91.1,94.3,28.0,0.0,0.0059,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004279,37.9,68.86,0,-5.9,92.5,86.6,9.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004280,17.87,33.28,0,7.2,84.5,91.7,19.0,0.0,0.0082,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004281,7.89,12.9,0,14.8,82.2,97.0,11.0,0.0,0.0027,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004282,18.72,34.96,0,11.8,75.7,87.5,10.0,0.0,0.0006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004283,10.91,19.06,0,8.3,83.6,91.9,30.0,0.0,0.0081,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004284,2.43,2.66,0,6.7,84.8,91.5,19.0,0.0,0.0049,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004285,29.6,55.32,0,23.5,72.7,96.2,27.0,0.0,0.0095,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004286,44.13,77.46,0,-7.9,97.3,89.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004287,49.47,82.32,0,-8.0,99.8,91.8,34.0,0.0,0.0295,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004288,3.39,4.26,0,13.1,76.2,89.3,8.0,0.0,0.0023,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004289,26.66,50.22,0,0.2,96.1,96.3,32.0,0.0,0.0072,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004290,72.1,92.16,0,56.1,29.7,85.8,31.0,0.0,0.039,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004291,28.17,52.86,0,9.3,75.7,85.0,30.0,0.0,0.01,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004292,79.06,95.3,1,42.0,44.7,86.7,240.0,0.0,0.3534,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY
MPLADS-004293,25.68,48.42,0,19.4,71.5,90.9,21.0,0.0,0.0071,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004294,38.41,69.68,0,-6.9,93.9,87.0,14.0,0.0,0.0123,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004295,19.6,36.7,0,-2.4,95.8,93.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004296,29.32,54.82,0,-4.7,97.3,92.6,24.0,0.0,0.0009,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004297,71.07,91.42,0,62.0,30.6,92.6,18.0,0.0,0.0069,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004298,45.68,79.1,0,14.3,81.3,95.6,31.0,0.0,0.0331,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004299,9.21,15.58,0,-5.1,91.5,86.4,12.0,0.0,0.002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004300,24.78,46.8,0,6.5,87.3,93.8,32.0,0.0,0.0024,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004301,19.25,36.02,0,16.8,72.2,89.0,4.0,0.0,0.0015,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004302,37.09,67.66,0,-0.6,95.6,95.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004303,47.01,80.42,0,-0.6,95.2,94.6,34.0,0.0,0.0311,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004304,67.46,88.68,0,68.0,21.3,89.3,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-004305,10.39,18.0,0,0.2,87.8,88.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004306,4.32,5.98,0,4.8,82.3,87.1,6.0,0.0,0.0024,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004307,27.18,51.14,0,7.9,84.6,92.5,19.0,0.0,0.0082,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004308,9.04,15.22,0,2.7,82.6,85.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004309,29.67,55.42,0,7.4,81.5,88.9,20.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004310,8.1,13.3,0,13.5,78.5,92.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004311,30.0,55.96,0,-1.1,98.7,97.6,4.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004312,31.25,58.08,0,17.5,72.1,89.6,34.0,0.0,0.0051,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004313,6.66,10.48,0,5.5,91.9,97.4,3.0,0.0,0.001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004314,76.6,94.46,0,84.5,70.2,154.7,10.0,0.0,0.0116,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-004315,41.8,74.58,0,2.0,83.9,85.9,19.0,0.0,0.0191,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004316,36.56,66.84,0,-6.9,92.5,85.6,5.0,0.0,0.0044,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004317,23.25,43.76,0,9.6,77.9,87.5,30.0,0.0,0.0061,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004318,3.74,4.92,0,3.4,86.6,90.0,20.0,0.0,0.0025,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004319,10.24,17.7,0,8.1,80.8,88.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004320,14.68,26.76,0,-3.0,91.0,88.0,16.0,0.0,0.0015,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-004321,35.15,64.48,0,-6.8,99.8,93.0,34.0,0.0,0.0017,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
