project_id,financial_anomaly_score,financial_anomaly_percentile,financial_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,peer_cost_deviation_pct,peer_unit_cost_zscore,model_version,mode,scored_at
MPLADS-003687,32.45,74.28,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-38.55,-1.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003688,5.16,17.0,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,12.28,-0.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003689,31.72,73.56,False,Irregular payment intervals (50.0% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,23.44,-0.58,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003690,18.46,56.14,False,Atypical cost per unit (+906.2% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-17.2,11.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003691,17.94,55.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-30.51,-0.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003692,0.67,1.98,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-16.83,-0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003693,16.78,52.34,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,22.78,-0.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003694,1.22,2.86,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-6.73,-0.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003695,40.98,81.88,False,Contract escalation (43.9% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-19.89,-0.48,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003696,11.68,39.5,False,Atypical cost per unit (+181.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-22.14,2.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003697,57.08,91.4,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,19.63,0.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003698,4.54,14.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,12.5,-0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003699,33.82,75.38,False,Contract escalation (55.3% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-16.74,-0.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003700,3.87,11.76,False,Atypical cost per unit (+228.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,1.75,3.04,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003701,68.02,94.8,False,Abrupt contract value contraction (-60.7% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,-33.16,0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003702,18.79,56.78,False,Disproportionate round-sum disbursements (100.0% round-number rate),Normal peer disbursement pattern,Standard schedule compliance,-5.87,-0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003703,8.29,29.78,False,Atypical cost per unit (+158.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,0.03,2.27,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003704,12.22,40.86,False,Atypical cost per unit (+757.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,17.75,12.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003705,21.4,61.4,False,Atypical cost per unit (+55.6% vs peer median rate),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,-23.64,0.94,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003706,15.0,48.2,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,5.97,-0.45,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003707,36.56,78.2,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-8.99,-0.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003708,4.77,15.3,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,22.19,-0.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003709,2.09,5.54,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,12.84,0.2,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003710,16.96,52.8,False,Atypical cost per unit (+153.7% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,28.13,2.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003711,37.58,79.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,6.78,0.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003712,29.6,71.6,False,Disproportionate round-sum disbursements (100.0% round-number rate),Normal peer disbursement pattern,Standard schedule compliance,21.29,-0.46,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003713,6.11,21.12,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-17.49,-0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003714,9.62,33.56,False,Atypical cost per unit (+229.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-2.28,3.23,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003715,49.21,87.32,False,Accelerated disbursement velocity (1.9x peer median disbursement speed),Atypical cost per unit (+134.6% vs peer median rate),Contract escalation (50.6% value change with 0 amendments),23.25,2.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003716,63.37,93.66,False,Abrupt contract value contraction (-47.3% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,-15.76,-1.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003717,10.49,36.26,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,2.1,-0.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003718,74.15,96.42,True,Elevated peer-adjusted cost (+305.5% vs peer median for work type),Accelerated disbursement velocity (4.0x peer median disbursement speed),Atypical cost per unit (+500.0% vs peer median rate),305.45,6.89,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003719,39.68,80.56,False,Abrupt contract value contraction (-31.9% reduction from original work order),Normal peer disbursement pattern,Standard schedule compliance,-15.23,-0.91,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003720,5.3,17.76,False,Atypical cost per unit (+105.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-0.55,1.28,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003721,2.39,6.5,False,Atypical cost per unit (+57.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,4.11,0.9,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003722,10.65,36.8,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,12.74,-0.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003723,8.25,29.6,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,10.21,-0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003724,11.14,37.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-12.67,-0.61,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003725,21.76,61.8,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,12.16,-0.32,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003726,12.07,40.42,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-0.09,0.06,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003727,10.75,37.1,False,Elevated peer-adjusted cost (+33.7% vs peer median for work type),Atypical cost per unit (+44.5% vs peer median rate),No significant deviation from SOR rates,33.7,0.69,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003728,15.52,49.36,False,Atypical cost per unit (+39.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,23.74,0.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003729,19.4,58.08,False,Elevated peer-adjusted cost (+31.0% vs peer median for work type),Atypical cost per unit (+56.0% vs peer median rate),Standard schedule compliance,31.03,0.86,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003730,6.33,22.14,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-25.19,-0.24,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003731,13.81,45.08,False,Atypical cost per unit (+238.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-27.94,3.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003732,13.13,43.3,False,Atypical cost per unit (+244.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,29.22,3.89,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003733,25.89,67.92,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-31.73,-0.87,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003734,57.64,91.7,False,Elevated peer-adjusted cost (+277.7% vs peer median for work type),Accelerated disbursement velocity (3.7x peer median disbursement speed),Atypical cost per unit (+55.1% vs peer median rate),277.75,0.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003735,2.21,5.88,False,Atypical cost per unit (+133.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,16.12,1.81,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003736,11.7,39.56,False,Atypical cost per unit (+184.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,20.78,2.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003737,53.36,89.48,False,Atypical cost per unit (+814.4% vs peer median rate),Contract escalation (46.0% value change with 0 amendments),Irregular payment intervals (33.3% timing anomaly rate),-12.39,13.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003738,37.09,78.74,False,Atypical cost per unit (+2317.2% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,22.67,35.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003739,2.45,6.76,False,Atypical cost per unit (+155.8% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,7.89,2.12,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003740,40.82,81.62,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,3.32,-0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003741,26.96,69.04,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-15.22,-0.86,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003742,24.97,66.88,False,Atypical cost per unit (+507.5% vs peer median rate),Contract escalation (25.4% value change with 0 amendments),Standard schedule compliance,12.05,8.32,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003743,4.24,13.32,False,Atypical cost per unit (+90.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,17.83,1.1,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003744,9.92,34.6,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-8.56,-0.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003745,7.86,28.16,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-31.56,-0.23,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003746,46.38,85.7,False,Elevated peer-adjusted cost (+242.9% vs peer median for work type),Accelerated disbursement velocity (3.2x peer median disbursement speed),Atypical cost per unit (+85.0% vs peer median rate),242.86,1.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003747,2.17,5.76,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,4.85,0.11,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003748,46.37,85.68,False,Atypical cost per unit (+350.4% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,8.38,4.48,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003749,8.07,28.94,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,17.31,-0.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003750,6.31,22.08,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-22.11,-0.84,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003751,51.35,88.46,False,Contract escalation (-2.9% value change with 4 amendments),Atypical cost per unit (+83.3% vs peer median rate),Standard schedule compliance,2.52,1.1,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003752,47.38,86.28,False,Accelerated disbursement velocity (1.7x peer median disbursement speed),Contract escalation (30.1% value change with 0 amendments),Standard schedule compliance,21.96,0.19,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003753,13.88,45.22,False,Atypical cost per unit (+237.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,26.36,3.39,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003754,5.76,19.7,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-7.2,0.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003755,19.61,58.56,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,25.94,0.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003756,42.13,82.6,False,Accelerated disbursement velocity (1.6x peer median disbursement speed),Contract escalation (41.6% value change with 0 amendments),Atypical cost per unit (+53.8% vs peer median rate),11.1,0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003757,34.07,75.68,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-31.65,-0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003758,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,11.12,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003759,24.05,65.66,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-23.62,-0.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003760,24.18,65.8,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,27.86,-0.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003761,16.11,50.78,False,Atypical cost per unit (+522.9% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,3.8,8.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003762,13.49,44.3,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-19.79,-0.79,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003763,5.21,17.42,False,Atypical cost per unit (+254.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-6.67,3.24,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003764,16.43,51.54,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,22.43,-0.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003765,5.02,16.3,False,Elevated peer-adjusted cost (+32.2% vs peer median for work type),Consistent contract execution,No significant deviation from SOR rates,32.16,-0.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003766,11.14,37.9,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-15.91,-0.93,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003767,1.77,4.62,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-29.83,-0.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003768,5.7,19.32,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,0.62,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003769,6.34,22.2,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-23.82,-0.57,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003770,63.96,93.76,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-6.63,0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003771,11.53,39.0,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-22.48,-0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003772,72.09,95.86,True,High unverified disbursement rate (100.0% unverified payments),Irregular payment intervals (33.3% timing anomaly rate),Contract escalation (3.9% value change with 0 amendments),7.65,0.14,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003773,16.99,52.88,False,Atypical cost per unit (+88.3% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-12.41,1.31,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003774,36.53,78.16,False,Irregular payment intervals (33.3% timing anomaly rate),Abrupt contract value contraction (-30.6% reduction from original work order),Standard schedule compliance,19.9,-0.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003775,16.14,50.84,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,13.86,-0.28,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003776,10.04,34.96,False,Atypical cost per unit (+177.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-19.71,2.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003777,8.55,30.48,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,8.91,-0.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003778,5.69,19.2,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-5.43,-0.79,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003779,37.79,79.3,False,Contract escalation (-2.4% value change with 3 amendments),Normal peer disbursement pattern,Standard schedule compliance,-10.45,-0.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003780,4.59,14.7,False,Elevated peer-adjusted cost (+31.7% vs peer median for work type),Consistent contract execution,No significant deviation from SOR rates,31.72,-0.61,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003781,49.57,87.48,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,18.07,-0.63,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003782,7.19,25.3,False,Atypical cost per unit (+98.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,26.56,1.51,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003783,14.74,47.48,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,13.66,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003784,11.15,37.94,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-11.48,0.26,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003785,16.76,52.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-23.33,-0.57,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003786,13.46,44.24,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,29.44,-0.09,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003787,59.59,92.46,False,Atypical cost per unit (+128.7% vs peer median rate),Elevated peer-adjusted cost (+31.3% vs peer median for work type),Standard schedule compliance,31.26,1.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003788,9.41,32.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-19.33,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003789,100.0,99.51,True,Elevated peer-adjusted cost (+322.8% vs peer median for work type),Accelerated disbursement velocity (3.9x peer median disbursement speed),Atypical cost per unit (+346.8% vs peer median rate),322.75,4.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003790,25.42,67.3,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-29.66,-0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003791,4.92,15.9,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-6.76,-0.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003792,11.73,39.64,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,2.32,-0.32,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003793,5.07,16.6,False,Atypical cost per unit (+96.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,6.65,1.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003794,3.18,8.96,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-24.06,-0.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003795,16.22,51.0,False,Atypical cost per unit (+117.8% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-7.19,2.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003796,26.45,68.48,False,Atypical cost per unit (+347.1% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Standard schedule compliance,-32.9,4.95,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003797,33.42,75.04,False,Atypical cost per unit (+108.4% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-29.75,1.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003798,20.47,60.12,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,26.04,0.31,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003799,56.58,91.14,False,Elevated peer-adjusted cost (+30.1% vs peer median for work type),Normal peer disbursement pattern,Standard schedule compliance,30.14,-0.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003800,1.29,3.04,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,7.71,0.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003801,1.75,4.52,False,Atypical cost per unit (+50.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,24.66,0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003802,7.96,28.54,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-3.42,-0.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003803,25.78,67.88,False,Atypical cost per unit (+429.7% vs peer median rate),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,16.24,5.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003804,10.57,36.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,13.02,0.25,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003805,10.58,36.62,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-16.86,-0.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003806,7.63,27.08,False,Atypical cost per unit (+45.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-19.46,0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003807,52.75,89.18,False,Atypical cost per unit (+201.5% vs peer median rate),Accelerated disbursement velocity (1.7x peer median disbursement speed),Contract escalation (59.9% value change with 0 amendments),2.64,2.46,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003808,12.48,41.82,False,Atypical cost per unit (+51.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-11.58,0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003809,16.54,51.72,False,Atypical cost per unit (+119.7% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-20.99,1.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003810,12.57,42.08,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-8.72,0.21,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003811,17.64,54.56,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,0.44,-0.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003812,19.72,58.76,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-1.05,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003813,4.7,15.1,False,Elevated peer-adjusted cost (+31.1% vs peer median for work type),Consistent contract execution,No significant deviation from SOR rates,31.06,-0.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003814,30.05,72.14,False,Atypical cost per unit (+659.0% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Standard schedule compliance,-3.84,9.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003815,36.21,77.72,False,Contract escalation (6.9% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-25.07,-0.52,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003816,12.88,42.62,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-28.01,-0.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003817,2.53,7.02,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-3.87,-0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003818,9.69,33.8,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-16.13,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-003819,8.21,29.4,False,Atypical cost per unit (+77.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-6.36,1.12,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
