WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
673b4c39,MP 0186,NA - renovation of government school building,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0160,,Ward 3,,Village 94,2023-12-11,2091884,Action Pending,Unsanctioned,Rajya Sabha,0,
2d1635cb,MP 0053,NA - repair and renovation of anganwadi center,Normal/Others,Delhi,Delhi Constituency 53,IDA 0146,,,Block 15,,2023-09-10,480898,Action Pending,Unsanctioned,Lok Sabha,0,
b2960936,MP 0206,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 206,IDA 0011,,,,,2023-08-16,203244,Action Pending,Sanctioned,Rajya Sabha,0,
14c27732,MP 0211,NA - repair of internal roads,Normal/Others,Rajasthan,Rajasthan Constituency 211,IDA 0234,,Ward 26,,Village 38,2023-07-22,648345,Action Pending,Ongoing,Rajya Sabha,0,
ca23dc1d,MP 0057,NA - construction of drainage system,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0287,,,,Village 39,2023-06-19,8101845,Approved by IDA,Ongoing,Rajya Sabha,1,overpricing
3ee5c88e,MP 0259,NA - construction of drainage system,Normal/Others,Kerala,Kerala Constituency 259,IDA 0136,,,Block 13,,2024-03-02,1427749,Approved by IDA,Unsanctioned,Lok Sabha,0,
5a69dff9,MP 0252,NA - construction of public toilet complex,Normal/Others,Bihar,Bihar Constituency 252,IDA 0104,,Ward 3,Block 1,,2023-09-06,785411,Action Pending,Ongoing,Lok Sabha,0,
cd4dfc18,MP 0285,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 285,IDA 0382,,Ward 4,,,2023-12-03,2389444,Action Pending,Unsanctioned,Lok Sabha,1,structuring
8e5d0cf9,MP 0053,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 53,IDA 0356,,,Block 10,,2023-06-01,246062,Action Pending,Unsanctioned,Rajya Sabha,0,
1394c3bf,MP 0214,NA - development of public park,Normal/Others,Delhi,Delhi Constituency 214,IDA 0148,,,,,2024-03-22,1847419,Action Pending,Ongoing,Lok Sabha,0,
f868f2cf,MP 0186,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0177,,Ward 18,,,2023-12-09,88953,Approved by IDA,Unsanctioned,Lok Sabha,0,
3359c949,MP 0034,NA - installation of RO water purification unit,Normal/Others,Odisha,Odisha Constituency 34,IDA 0152,,,,,2023-06-28,248421,Action Pending,Sanctioned,Lok Sabha,0,
f31cce82,MP 0143,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0290,,Ward 13,,,2023-04-28,490141,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
505eee72,MP 0251,NA - construction of boundary wall for school,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0134,,Ward 17,Block 10,,2023-07-08,371315,Rejected by IDA,Unsanctioned,Lok Sabha,0,
1e3ed6a4,MP 0168,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 168,IDA 0267,,,,Village 92,2023-07-04,912936,Approved by IDA,Unsanctioned,Rajya Sabha,1,vendor_capture
95881943,MP 0149,NA - development of public park,Normal/Others,Telangana,Telangana Constituency 149,IDA 0011,,,,,2023-10-02,910439,Approved by IDA,Unsanctioned,Rajya Sabha,0,
731ea6a7,MP 0134,NA - construction of boundary wall for school,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0272,,,Block 15,,2024-02-27,436329,Approved by IDA,Unsanctioned,Lok Sabha,0,
cca03d40,MP 0271,NA - repair of drinking water supply pipeline,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0250,,,Block 11,Village 97,2023-10-18,543002,Approved by IDA,Ongoing,Lok Sabha,0,
b07c0a7c,MP 0095,NA - construction of drainage system,Normal/Others,Kerala,Kerala Constituency 95,IDA 0143,,,,,2023-12-12,1514109,Action Pending,Unsanctioned,Lok Sabha,0,
f2334f43,MP 0015,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 15,IDA 0243,,,Block 6,,2023-06-05,2183517,Action Pending,Unsanctioned,Lok Sabha,0,
8b2d06a8,MP 0013,NA - installation of street lights,Normal/Others,Bihar,Bihar Constituency 13,IDA 0033,,,Block 11,,2023-09-12,165999,Action Pending,Unsanctioned,Lok Sabha,0,
a7db530e,MP 0032,NA - construction of drainage system,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 32,IDA 0188,,Ward 4,Block 15,,2023-04-26,1570564,Approved by IDA,Completed,Lok Sabha,0,
4f4d1426,MP 0094,NA - construction of boundary wall for school,Normal/Others,Punjab,Punjab Constituency 94,IDA 0287,,,Block 8,Village 2,2023-09-06,305975,Action Pending,Unsanctioned,Lok Sabha,0,
9fcedd78,MP 0255,NA - construction of boundary wall for school,Normal/Others,Jharkhand,Jharkhand Constituency 255,IDA 0327,,,,,2024-02-16,585772,Approved by IDA,Completed,Rajya Sabha,0,
e06cbc2b,MP 0042,NA - repair and renovation of anganwadi center,Normal/Others,Gujarat,Gujarat Constituency 42,IDA 0028,,,,,2023-04-28,2827712,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
45ddc380,MP 0293,NA - repair of internal roads,Normal/Others,Bihar,Bihar Constituency 293,IDA 0133,,Ward 1,Block 9,Village 88,2023-07-08,2228866,Approved by IDA,Unsanctioned,Lok Sabha,0,
f87573b2,MP 0121,NA - installation of CCTV surveillance system,Normal/Others,Kerala,Kerala Constituency 121,IDA 0352,,,Block 2,Village 30,2023-10-25,459784,Action Pending,Unsanctioned,Rajya Sabha,0,
dbebc64b,MP 0100,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 100,IDA 0206,,Ward 21,Block 10,,2023-08-26,455171,Action Pending,Unsanctioned,Lok Sabha,0,
e1777b8e,MP 0205,NA – installation of hand pumps and borewells (Phase 2),Normal/Others,Odisha,Odisha Constituency 205,IDA 0344,,,,Village 35,2023-06-20,144827,Approved by IDA,Unsanctioned,Rajya Sabha,1,duplicate
cd9f0b31,MP 0230,NA - repair and renovation of anganwadi center,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0180,,Ward 22,Block 5,Village 60,2023-10-16,336540,Approved by IDA,Unsanctioned,Lok Sabha,0,
b12d641a,MP 0102,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 102,IDA 0264,,Ward 15,,,2023-05-12,94574,Action Pending,Completed,Lok Sabha,0,
940357d9,MP 0111,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0121,,,Block 7,Village 24,2023-12-22,273424,Action Pending,Unsanctioned,Rajya Sabha,0,
b929f526,MP 0050,NA - repair and renovation of anganwadi center,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 50,IDA 0054,,Ward 7,Block 2,Village 45,2023-05-24,614326,Approved by IDA,Sanctioned,Lok Sabha,0,
3ba41c88,MP 0078,NA - installation of hand pumps and borewells,Normal/Others,Kerala,Kerala Constituency 78,IDA 0190,,,,Village 21,2023-10-19,173460,Approved by IDA,Ongoing,Lok Sabha,0,
30657c74,MP 0192,NA - installation of hand pumps and borewells,Normal/Others,Odisha,Odisha Constituency 192,IDA 0349,,,,,2024-03-26,177388,Action Pending,Sanctioned,Rajya Sabha,0,
b27a4c61,MP 0074,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 74,IDA 0023,,Ward 28,Block 12,Village 73,2023-05-30,109022,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
dd3c370d,MP 0056,NA - repair of drinking water supply pipeline,Normal/Others,Maharashtra,Maharashtra Constituency 56,IDA 0327,,Ward 9,Block 14,Village 78,2023-04-05,533441,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
06d61f2c,MP 0252,NA - installation of hand pumps and borewells,Normal/Others,Bihar,Bihar Constituency 252,IDA 0111,,,Block 10,Village 71,2023-08-21,103333,Action Pending,Unsanctioned,Lok Sabha,0,
27c5d731,MP 0253,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 253,IDA 0245,,,,Village 49,2023-07-28,739914,Action Pending,Sanctioned,Lok Sabha,0,
723640eb,MP 0055,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 55,IDA 0320,,Ward 29,Block 8,,2023-05-18,504499,Approved by IDA,Unsanctioned,Lok Sabha,0,
baa5338c,MP 0209,NA - development of public park,Normal/Others,Gujarat,Gujarat Constituency 209,IDA 0111,,,Block 3,,2024-02-09,1333263,Approved by IDA,Unsanctioned,Lok Sabha,0,
03e56fcf,MP 0271,NA - renovation of government school building,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0032,,,Block 10,Village 30,2023-10-19,703464,Action Pending,Unsanctioned,Lok Sabha,0,
918569e7,MP 0258,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0352,,,Block 6,,2024-03-17,344658,Approved by IDA,Ongoing,Lok Sabha,0,
31c1ac39,MP 0297,NA - construction of public toilet complex,Normal/Others,Delhi,Delhi Constituency 297,IDA 0375,,,,Village 33,2024-03-26,318520,Action Pending,Unsanctioned,Lok Sabha,0,
e690488e,MP 0108,NA - construction of public toilet complex,Normal/Others,Telangana,Telangana Constituency 108,IDA 0187,,,,,2024-01-26,837560,Approved by IDA,Sanctioned,Lok Sabha,0,
8340b6fc,MP 0002,NA - installation of hand pumps and borewells,Normal/Others,Gujarat,Gujarat Constituency 2,IDA 0130,,,Block 7,Village 93,2023-09-27,67767,Approved by IDA,Unsanctioned,Rajya Sabha,0,
d3bf1236,MP 0258,NA - installation of street lights,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0181,,,,,2023-08-07,139043,Action Pending,Sanctioned,Rajya Sabha,0,
8e3b1f72,MP 0041,NA - construction of boundary wall for school,Normal/Others,Uttarakhand,Uttarakhand Constituency 41,IDA 0131,,,Block 1,Village 13,2023-09-07,749437,Action Pending,Unsanctioned,Lok Sabha,0,
e48bc103,MP 0087,NA - construction of cremation ground shed,Normal/Others,Kerala,Kerala Constituency 87,IDA 0397,,,,,2023-10-24,2661840,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
69240bc7,MP 0005,NA - installation of RO water purification unit,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 5,IDA 0298,,,Block 8,,2023-10-30,242090,Action Pending,Unsanctioned,Rajya Sabha,1,vendor_capture
e6a83c7b,MP 0176,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0271,,,,Village 52,2024-03-09,2937831,Action Pending,Sanctioned,Rajya Sabha,1,overpricing
28f56a29,MP 0061,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0387,,Ward 23,Block 6,,2023-12-16,975135,Action Pending,Unsanctioned,Rajya Sabha,0,
096fda06,MP 0096,NA - installation of CCTV surveillance system,Normal/Others,Assam,Assam Constituency 96,IDA 0019,,,,,2023-09-10,232682,Action Pending,Unsanctioned,Lok Sabha,0,
714676c6,MP 0164,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 164,IDA 0097,,,,Village 44,2024-01-19,288161,Action Pending,Completed,Lok Sabha,0,
062386bd,MP 0245,NA - construction of public toilet complex,Normal/Others,Bihar,Bihar Constituency 245,IDA 0276,,,Block 3,,2023-11-15,330127,Approved by IDA,Completed,Lok Sabha,0,
5cddba8c,MP 0282,NA - installation of hand pumps and borewells,Normal/Others,Delhi,Delhi Constituency 282,IDA 0168,,Ward 23,Block 12,,2023-05-29,120101,Approved by IDA,Ongoing,Rajya Sabha,1,ghost_project
beb67294,MP 0103,NA - installation of solar street lights,Normal/Others,Gujarat,Gujarat Constituency 103,IDA 0294,,Ward 5,,Village 35,2023-09-25,287966,Action Pending,Unsanctioned,Lok Sabha,0,
46d2a967,MP 0214,NA - renovation of government school building,Normal/Others,Delhi,Delhi Constituency 214,IDA 0028,,,,Village 42,2023-12-09,1425972,Approved by IDA,Unsanctioned,Lok Sabha,0,
6a43b7ad,MP 0241,NA - construction of cremation ground shed,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0037,,Ward 2,,,2023-10-21,574461,Action Pending,Unsanctioned,Lok Sabha,0,
7de561ef,MP 0055,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 55,IDA 0042,,,,Village 86,2023-10-15,477504,Approved by IDA,Ongoing,Lok Sabha,0,
21adc7f1,MP 0094,NA - construction of boundary wall for school,Normal/Others,Punjab,Punjab Constituency 94,IDA 0099,,Ward 15,Block 4,,2023-08-26,270530,Approved by IDA,Unsanctioned,Lok Sabha,0,
7beb21d2,MP 0029,NA - construction of cremation ground shed,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0322,,,Block 6,,2023-08-20,405550,Action Pending,Ongoing,Lok Sabha,0,
20995fb4,MP 0043,NA - development of public park,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0309,,Ward 22,Block 6,,2023-06-30,965051,Approved by IDA,Completed,Lok Sabha,0,
72a763b5,MP 0194,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 194,IDA 0392,,,Block 8,,2023-05-07,126936,Approved by IDA,Unsanctioned,Lok Sabha,0,
fa5808e0,MP 0104,NA - installation of RO water purification unit,Normal/Others,Delhi,Delhi Constituency 104,IDA 0254,,,Block 15,,2023-06-11,148434,Approved by IDA,Sanctioned,Rajya Sabha,0,
768f3dfe,MP 0115,NA - installation of hand pumps and borewells,Normal/Others,West Bengal,West Bengal Constituency 115,IDA 0187,,,Block 1,Village 43,2024-01-08,70991,Approved by IDA,Unsanctioned,Lok Sabha,0,
e5946eed,MP 0038,NA - installation of street lights,Normal/Others,West Bengal,West Bengal Constituency 38,IDA 0194,,,Block 5,Village 27,2023-08-22,97946,Approved by IDA,Unsanctioned,Lok Sabha,0,
161209c4,MP 0005,NA - installation of solar street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 5,IDA 0000,,,Block 10,Village 35,2023-04-01,962966,Approved by IDA,Unsanctioned,Rajya Sabha,1,structuring
41b00fb6,MP 0047,NA - installation of solar street lights,Normal/Others,Kerala,Kerala Constituency 47,IDA 0153,,Ward 12,Block 14,Village 96,2023-07-10,210816,Action Pending,Unsanctioned,Lok Sabha,0,
6d69359f,MP 0233,NA - installation of RO water purification unit,Normal/Others,West Bengal,West Bengal Constituency 233,IDA 0209,,Ward 20,Block 4,,2023-11-16,271469,Action Pending,Ongoing,Rajya Sabha,0,
689e9d1c,MP 0218,NA - installation of hand pumps and borewells,Normal/Others,Punjab,Punjab Constituency 218,IDA 0211,,,Block 9,Village 72,2023-12-26,71907,Action Pending,Unsanctioned,Rajya Sabha,0,
a431b3ec,MP 0057,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0167,,Ward 30,,Village 27,2023-07-13,518042,Action Pending,Unsanctioned,Lok Sabha,0,
05840f6e,MP 0221,NA - construction of boundary wall for school,Normal/Others,West Bengal,West Bengal Constituency 221,IDA 0269,,Ward 10,Block 13,Village 48,2023-09-30,642847,Action Pending,Unsanctioned,Rajya Sabha,0,
33e3e1c1,MP 0021,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 21,IDA 0138,,,Block 7,,2023-11-04,684457,Rejected by IDA,Sanctioned,Rajya Sabha,1,overpricing
99dbd963,MP 0130,NA - development of public park,Normal/Others,Haryana,Haryana Constituency 130,IDA 0317,,Ward 13,Block 12,Village 60,2023-10-31,1140262,Action Pending,Unsanctioned,Lok Sabha,1,vendor_capture
d73dea18,MP 0186,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0398,,Ward 20,,,2023-05-14,438201,Action Pending,Completed,Lok Sabha,0,
f492dc53,MP 0167,NA - installation of RO water purification unit,Normal/Others,Punjab,Punjab Constituency 167,IDA 0193,,,Block 14,,2023-08-11,258427,Action Pending,Unsanctioned,Lok Sabha,0,
f2822fd2,MP 0218,NA - construction of cremation ground shed,Normal/Others,Punjab,Punjab Constituency 218,IDA 0309,,,Block 2,,2023-11-27,201527,Action Pending,Ongoing,Lok Sabha,0,
f3f67a3c,MP 0188,NA - installation of RO water purification unit,Normal/Others,West Bengal,West Bengal Constituency 188,IDA 0217,,Ward 3,,,2023-08-07,265043,Action Pending,Unsanctioned,Lok Sabha,0,
5090cd84,MP 0236,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 236,IDA 0060,,,Block 4,,2023-05-27,248682,Approved by IDA,Sanctioned,Lok Sabha,0,
117c66f3,MP 0011,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 11,IDA 0011,,,Block 14,Village 33,2023-04-29,141342,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
7dbf68ab,MP 0100,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 100,IDA 0166,,,Block 1,,2023-04-01,232741,Approved by IDA,Sanctioned,Rajya Sabha,1,ghost_project
7ef31ee5,MP 0166,NA - construction of cremation ground shed,Normal/Others,Bihar,Bihar Constituency 166,IDA 0012,,,Block 4,,2024-01-02,236078,Approved by IDA,Sanctioned,Lok Sabha,0,
ca89db3c,MP 0117,NA - repair of internal roads,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 117,IDA 0282,,Ward 1,,,2023-06-19,1319257,Action Pending,Unsanctioned,Lok Sabha,0,
7df60f03,MP 0015,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 15,IDA 0365,,,Block 6,,2023-12-16,1558869,Action Pending,Sanctioned,Lok Sabha,0,
47d0908b,MP 0233,NA - installation of street lights,Normal/Others,West Bengal,West Bengal Constituency 233,IDA 0378,,,,Village 39,2024-02-08,94496,Approved by IDA,Sanctioned,Lok Sabha,0,
10916d4d,MP 0197,NA - construction of boundary wall for school,Normal/Others,Delhi,Delhi Constituency 197,IDA 0152,,,,Village 57,2023-05-06,330074,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
df8c79dc,MP 0071,NA - construction of cremation ground shed,Normal/Others,Bihar,Bihar Constituency 71,IDA 0352,,,Block 7,Village 10,2023-09-22,202024,Action Pending,Sanctioned,Lok Sabha,0,
095a9d37,MP 0007,NA - repair of internal roads,Normal/Others,Haryana,Haryana Constituency 7,IDA 0191,,,,Village 26,2023-08-27,1177872,Approved by IDA,Unsanctioned,Lok Sabha,0,
639bdc23,MP 0244,NA - repair and renovation of anganwadi center,Normal/Others,Karnataka,Karnataka Constituency 244,IDA 0158,,,Block 14,,2023-07-17,348279,Action Pending,Completed,Lok Sabha,0,
e4098c13,MP 0033,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 33,IDA 0228,,Ward 10,Block 5,,2024-01-27,185337,Action Pending,Unsanctioned,Lok Sabha,0,
f53362b4,MP 0141,NA - construction of community hall,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 141,IDA 0151,,,Block 9,Village 18,2023-06-18,1931464,Action Pending,Unsanctioned,Lok Sabha,0,
94b53a10,MP 0195,NA - installation of RO water purification unit,Normal/Others,Haryana,Haryana Constituency 195,IDA 0284,,,,Village 63,2023-08-25,260243,Action Pending,Sanctioned,Rajya Sabha,0,
6756e285,MP 0164,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 164,IDA 0230,,,Block 12,Village 33,2023-06-21,427641,Action Pending,Unsanctioned,Lok Sabha,0,
f7193c79,MP 0243,NA - construction of public toilet complex,Normal/Others,Assam,Assam Constituency 243,IDA 0073,,Ward 13,,Village 98,2023-04-12,845443,Action Pending,Ongoing,Rajya Sabha,0,
7ddb0168,MP 0061,NA - construction of drainage system,Normal/Others,West Bengal,West Bengal Constituency 61,IDA 0098,,Ward 19,,Village 66,2023-08-18,1249931,Action Pending,Sanctioned,Lok Sabha,0,
531681d7,MP 0243,NA - installation of RO water purification unit,Normal/Others,Assam,Assam Constituency 243,IDA 0209,,Ward 6,,,2023-12-31,206925,Action Pending,Unsanctioned,Lok Sabha,0,
cad29c35,MP 0151,NA - construction of boundary wall for school,Normal/Others,Haryana,Haryana Constituency 151,IDA 0034,,Ward 21,,,2023-11-23,365078,Action Pending,Ongoing,Lok Sabha,0,
58a9b073,MP 0263,NA - installation of street lights,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 263,IDA 0016,,Ward 18,,Village 98,2023-09-30,201648,Action Pending,Ongoing,Lok Sabha,0,
a7511333,MP 0190,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 190,IDA 0384,,,Block 3,Village 76,2024-01-18,518004,Action Pending,Unsanctioned,Rajya Sabha,0,
f037eaf8,MP 0126,NA - construction of community hall,Normal/Others,Gujarat,Gujarat Constituency 126,IDA 0141,,Ward 24,Block 7,,2023-10-11,2896703,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
1c0cee02,MP 0271,NA - construction of boundary wall for school,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0179,,Ward 27,,,2023-05-16,890559,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
960cd510,MP 0057,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 57,IDA 0214,,,Block 9,Village 11,2024-03-05,457271,Action Pending,Unsanctioned,Lok Sabha,0,
b640aeed,MP 0114,NA - construction of public toilet complex,Normal/Others,Maharashtra,Maharashtra Constituency 114,IDA 0020,,,,Village 66,2023-11-23,454617,Approved by IDA,Unsanctioned,Lok Sabha,0,
829a2128,MP 0030,NA - repair of drinking water supply pipeline,Normal/Others,Odisha,Odisha Constituency 30,IDA 0041,,Ward 19,Block 5,,2024-02-15,3591617,Action Pending,Sanctioned,Rajya Sabha,1,overpricing
f10fe93b,MP 0140,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 140,IDA 0320,,,,,2023-08-14,461524,Approved by IDA,Sanctioned,Rajya Sabha,0,
e2b8433b,MP 0251,NA - construction of community hall,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0298,,,,,2023-11-30,2460037,Approved by IDA,Ongoing,Lok Sabha,1,vendor_capture
d66aef93,MP 0020,NA - installation of CCTV surveillance system,Normal/Others,Rajasthan,Rajasthan Constituency 20,IDA 0309,,Ward 29,,,2024-01-25,522366,Approved by IDA,Unsanctioned,Lok Sabha,0,
a581288d,MP 0136,NA - construction of cremation ground shed,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 136,IDA 0313,,,,Village 15,2023-09-25,207020,Action Pending,Ongoing,Lok Sabha,0,
50840871,MP 0002,NA - installation of CCTV surveillance system,Normal/Others,Gujarat,Gujarat Constituency 2,IDA 0358,,Ward 25,Block 8,,2023-08-11,504306,Approved by IDA,Unsanctioned,Rajya Sabha,0,
87a946ab,MP 0156,NA - repair of internal roads,Normal/Others,Punjab,Punjab Constituency 156,IDA 0360,,,,,2023-06-10,757759,Approved by IDA,Unsanctioned,Rajya Sabha,0,
25b379a6,MP 0106,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 106,IDA 0397,,,Block 15,,2023-07-01,280080,Action Pending,Unsanctioned,Lok Sabha,0,
3b038d22,MP 0151,NA - construction of boundary wall for school,Normal/Others,Haryana,Haryana Constituency 151,IDA 0080,,Ward 26,,Village 41,2024-02-24,319784,Approved by IDA,Unsanctioned,Lok Sabha,0,
e68ae375,MP 0245,NA - construction of boundary wall for school,Normal/Others,Bihar,Bihar Constituency 245,IDA 0319,,,Block 13,,2023-04-03,652485,Action Pending,Sanctioned,Lok Sabha,0,
ef2520fa,MP 0073,NA - construction of drainage system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 73,IDA 0156,,,Block 2,,2024-03-12,1483911,Approved by IDA,Unsanctioned,Lok Sabha,1,duplicate
160cc42e,MP 0111,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0251,,,Block 4,,2023-06-28,265870,Action Pending,Sanctioned,Lok Sabha,0,
25610b76,MP 0094,NA - construction of community hall,Normal/Others,Punjab,Punjab Constituency 94,IDA 0033,,,,,2023-11-26,1633941,Action Pending,Sanctioned,Lok Sabha,0,
4a9f8fc5,MP 0199,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 199,IDA 0088,,Ward 8,Block 13,Village 16,2024-02-18,1083943,Action Pending,Unsanctioned,Lok Sabha,0,
283bccde,MP 0072,NA - installation of hand pumps and borewells,Normal/Others,Uttarakhand,Uttarakhand Constituency 72,IDA 0030,,,,,2023-05-29,986500,Approved by IDA,Unsanctioned,Rajya Sabha,1,structuring
d24ce5a4,MP 0233,NA - repair and renovation of anganwadi center,Normal/Others,West Bengal,West Bengal Constituency 233,IDA 0286,,,Block 2,,2024-03-22,578276,Action Pending,Unsanctioned,Lok Sabha,0,
4223b88a,MP 0283,NA - installation of solar street lights,Normal/Others,Punjab,Punjab Constituency 283,IDA 0369,,,,,2024-01-16,272749,Action Pending,Completed,Rajya Sabha,0,
1568fd56,MP 0274,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 274,IDA 0362,,Ward 27,,,2023-07-16,1764452,Action Pending,Unsanctioned,Lok Sabha,0,
07fcfd64,MP 0075,NA - construction of drainage system,Normal/Others,Karnataka,Karnataka Constituency 75,IDA 0309,,Ward 20,,,2023-06-22,866898,Approved by IDA,Unsanctioned,Lok Sabha,0,
26b77099,MP 0165,NA - repair of drinking water supply pipeline,Normal/Others,Bihar,Bihar Constituency 165,IDA 0347,,,Block 11,Village 91,2024-01-07,362384,Approved by IDA,Sanctioned,Lok Sabha,0,
1c317fc1,MP 0095,NA - installation of CCTV surveillance system,Normal/Others,Kerala,Kerala Constituency 95,IDA 0016,,,,,2023-12-23,291243,Action Pending,Ongoing,Lok Sabha,0,
51e99faf,MP 0151,NA - repair of internal roads,Normal/Others,Haryana,Haryana Constituency 151,IDA 0278,,,Block 15,,2023-06-16,2033054,Rejected by IDA,Unsanctioned,Lok Sabha,0,
8e22aebe,MP 0110,NA - development of public park,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 110,IDA 0328,,,,Village 91,2023-06-30,1100224,Action Pending,Unsanctioned,Lok Sabha,0,
6bec2f62,MP 0219,NA - installation of hand pumps and borewells,Normal/Others,Jharkhand,Jharkhand Constituency 219,IDA 0072,,,,Village 68,2023-09-19,162582,Action Pending,Unsanctioned,Lok Sabha,0,
402ec9f4,MP 0272,NA - repair of drinking water supply pipeline,Normal/Others,Rajasthan,Rajasthan Constituency 272,IDA 0106,,Ward 6,Block 14,,2023-05-22,752820,Approved by IDA,Unsanctioned,Rajya Sabha,0,
db56d4ba,MP 0075,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 75,IDA 0104,,,,,2023-10-05,276365,Approved by IDA,Sanctioned,Lok Sabha,0,
f1cc2007,MP 0049,NA - renovation of government school building,Normal/Others,Haryana,Haryana Constituency 49,IDA 0171,,Ward 6,,,2023-09-25,1876158,Action Pending,Sanctioned,Lok Sabha,0,
5967fe1d,MP 0255,NA - installation of CCTV surveillance system,Normal/Others,Jharkhand,Jharkhand Constituency 255,IDA 0038,,Ward 24,Block 11,,2023-09-12,485346,Action Pending,Unsanctioned,Rajya Sabha,0,
